Timestamp,FlexL,AbducL,FlexR,AbducR
991.625200,-14.868060,14.868060,22.227680,22.227680
991.660800,-14.828190,14.828190,22.233140,22.233140
991.693100,-14.815360,14.815360,22.065200,22.065200
991.726800,-14.931170,14.931170,22.189970,22.189970
991.759900,-14.301870,14.301870,21.794080,21.794080
991.792200,-14.866260,14.866260,21.915330,21.915330
991.827100,-14.868170,14.868170,21.921290,21.921290
991.859300,-14.891500,14.891500,21.882590,21.882590
991.893000,-14.872840,14.872840,21.413320,21.413320
991.927400,-14.523400,14.523400,21.252040,21.252040
991.961100,-14.472520,14.472520,21.392910,21.392910
991.991900,-15.087390,15.087390,21.579870,21.579870
992.025900,-15.265190,15.265190,21.460290,21.460290
992.060600,-15.263290,15.263290,21.458720,21.458720
992.093400,-15.345130,15.345130,21.528090,21.528090
992.126200,-15.156280,15.156280,21.340630,21.340630
992.160600,-14.650640,14.650640,22.113110,22.113110
992.193200,-14.941660,14.941660,21.465690,21.465690
992.226800,-14.959220,14.959220,21.261670,21.261670
992.259300,-14.910640,14.910640,21.720690,21.720690
992.294100,-14.976230,14.976230,22.061350,22.061350
992.325000,-14.968340,14.968340,22.054040,22.054040
992.372400,-14.968340,14.968340,22.054040,22.054040
992.394700,-15.078130,15.078130,22.024730,22.024730
992.427400,-14.934650,14.934650,21.847980,21.847980
992.460100,-14.823380,14.823380,21.604730,21.604730
992.493700,-14.763980,14.763980,21.615900,21.615900
992.526600,-14.764920,14.764920,21.615800,21.615800
992.558600,-14.765130,14.765130,21.615680,21.615680
992.592500,-14.869170,14.869170,21.803950,21.803950
992.625200,-14.727620,14.727620,21.729800,21.729800
992.660200,-14.738510,14.738510,21.078450,21.078450
992.691700,-14.752530,14.752530,21.304880,21.304880
992.726400,-14.919710,14.919710,21.764720,21.764720
992.758700,-14.850850,14.850850,22.044240,22.044240
992.792400,-15.108830,15.108830,22.193370,22.193370
992.827000,-15.108910,15.108910,22.193060,22.193060
992.861400,-15.080350,15.080350,22.185320,22.185320
992.892100,-15.080350,15.080350,22.185320,22.185320
992.927500,-15.033170,15.033170,21.805380,21.805380
992.960600,-14.989580,14.989580,21.767030,21.767030
992.992200,-15.026840,15.026840,21.595380,21.595380
993.025700,-14.723270,14.723270,22.252540,22.252540
993.059200,-15.061750,15.061750,22.081950,22.081950
993.094100,-14.921130,14.921130,21.779930,21.779930
993.126500,-15.116660,15.116660,22.376020,22.376020
993.158900,-15.134090,15.134090,22.364860,22.364860
993.193200,-15.134100,15.134100,22.364540,22.364540
993.225800,-15.232520,15.232520,22.661010,22.661010
993.258600,-14.957830,14.957830,22.096290,22.096290
993.293800,-15.049090,15.049090,22.066760,22.066760
993.327300,-15.080740,15.080740,22.899240,22.899240
993.360100,-15.081640,15.081640,22.869500,22.869500
993.392500,-15.083040,15.083040,22.859240,22.859240
993.426900,-15.080900,15.080900,22.821130,22.821130
993.459500,-15.119060,15.119060,22.470980,22.470980
993.493500,-15.263710,15.263710,22.354600,22.354600
993.525300,-15.195220,15.195220,22.056940,22.056940
993.559300,-15.061080,15.061080,21.533520,21.533520
993.594100,-15.256200,15.256200,21.762140,21.762140
993.627000,-15.141880,15.141880,22.127320,22.127320
993.659100,-15.016620,15.016620,22.104680,22.104680
993.694500,-15.002800,15.002800,22.081880,22.081880
993.725600,-14.958420,14.958420,22.154800,22.154800
993.759300,-14.968440,14.968440,22.146550,22.146550
993.793300,-14.952330,14.952330,22.110020,22.110020
993.826800,-14.923860,14.923860,22.200480,22.200480
993.858600,-14.923860,14.923860,22.200480,22.200480
993.893700,-14.923860,14.923860,22.200480,22.200480
993.926600,-15.151670,15.151670,22.153480,22.153480
993.959900,-15.145890,15.145890,22.172040,22.172040
993.993500,-15.144230,15.144230,22.170600,22.170600
994.026100,-15.131780,15.131780,22.184000,22.184000
994.059700,-15.132210,15.132210,22.184990,22.184990
994.092500,-15.192780,15.192780,23.132170,23.132170
994.127800,-15.151370,15.151370,23.148600,23.148600
994.161600,-15.151320,15.151320,23.148920,23.148920
994.192400,-15.091210,15.091210,23.823450,23.823450
994.227800,-14.951860,14.951860,24.089910,24.089910
994.259500,-14.408740,14.408740,25.488380,25.488380
994.292800,-14.611640,14.611640,25.987310,25.987310
994.325600,-14.776450,14.776450,26.700190,26.700190
994.361000,-14.801940,14.801940,26.749770,26.749770
994.393800,-14.807030,14.807030,27.351730,27.351730
994.428100,-14.872960,14.872960,28.323400,28.323400
994.460800,-15.423210,15.423210,31.418790,31.418790
994.494200,-14.840120,14.840120,31.490600,31.490600
994.526400,-14.864170,14.864170,33.049960,33.049960
994.561300,-14.625140,14.625140,40.121510,40.121510
994.593600,-14.436880,14.436880,40.709010,40.709010
994.628100,-14.253690,14.253690,43.370300,43.370300
994.661400,-14.263150,14.263150,44.460870,44.460870
994.694100,-14.603940,14.603940,41.764000,41.764000
994.726900,-14.659670,14.659670,42.464760,42.464760
994.759500,-15.700520,15.700520,42.905780,42.905780
994.792500,-15.309490,15.309490,48.286340,48.286340
994.827800,-15.286160,15.286160,50.165970,50.165970
994.861000,-15.523260,15.523260,49.930450,49.930450
994.893100,-15.212670,15.212670,52.576970,52.576970
994.927100,-15.328580,15.328580,54.301880,54.301880
994.959700,-15.772970,15.772970,54.426800,54.426800
994.994800,-15.540600,15.540600,55.545740,55.545740
995.027400,-15.121900,15.121900,55.573760,55.573760
995.060100,-15.222780,15.222780,56.022910,56.022910
995.094100,-15.421780,15.421780,56.068130,56.068130
995.126700,-15.533320,15.533320,56.527340,56.527340
995.161300,-15.650760,15.650760,57.045980,57.045980
995.194800,-15.349530,15.349530,58.089860,58.089860
995.227100,-15.329840,15.329840,58.181440,58.181440
995.260300,-15.471450,15.471450,58.864040,58.864040
995.293000,-15.421340,15.421340,60.529820,60.529820
995.328100,-15.290890,15.290890,61.939600,61.939600
995.361800,15.227550,15.227550,63.249530,63.249530
995.392900,-15.299040,15.299040,63.550360,63.550360
995.428200,-15.074020,15.074020,64.318510,64.318510
995.460400,-15.430130,15.430130,63.550090,63.550090
995.493000,-15.137390,15.137390,63.605500,63.605500
995.527200,-14.810660,14.810660,64.013860,64.013860
995.561100,14.998800,14.998800,63.888230,63.888230
995.593600,-15.092620,15.092620,62.931670,62.931670
995.627800,15.118130,15.118130,64.521920,64.521920
995.659000,-15.510560,15.510560,63.953770,63.953770
995.695300,-15.255990,15.255990,63.560900,63.560900
995.728000,-15.265100,15.265100,63.573810,63.573810
995.761100,-14.842440,14.842440,64.360980,64.360980
995.793400,-14.840610,14.840610,64.362530,64.362530
995.825900,14.788010,14.788010,64.855650,64.855650
995.861600,-15.194240,15.194240,64.448280,64.448280
995.893100,-15.144790,15.144790,63.512570,63.512570
995.928500,-14.986410,14.986410,64.676230,64.676230
995.960600,-15.307130,15.307130,63.777050,63.777050
995.993400,-15.283250,15.283250,63.782760,63.782760
996.027700,14.975930,14.975930,64.696980,64.696980
996.060100,-15.170490,15.170490,64.475610,64.475610
996.095600,-15.177700,15.177700,64.477620,64.477620
996.128100,14.821170,14.821170,65.684160,65.684160
996.160300,-15.592190,15.592190,64.505870,64.505870
996.195800,-15.591910,15.591910,64.507020,64.507020
996.227700,-14.770070,14.770070,64.957720,64.957720
996.260800,-15.212030,15.212030,64.841710,64.841710
996.295100,-15.834730,15.834730,59.381140,59.381140
996.328400,-15.116120,15.116120,64.626910,64.626910
996.359900,-15.246020,15.246020,64.626500,64.626500
996.395500,-15.479490,15.479490,64.957410,64.957410
996.428600,-14.915750,14.915750,65.030320,65.030320
996.459800,-15.247160,15.247160,65.453930,65.453930
996.495500,-15.649610,15.649610,64.261230,64.261230
996.527000,-15.169150,15.169150,65.470050,65.470050
996.562000,-15.214150,15.214150,64.674450,64.674450
996.594200,-15.682820,15.682820,60.251200,60.251200
996.628500,-15.381700,15.381700,59.513790,59.513790
996.659400,-15.111850,15.111850,59.057930,59.057930
996.694300,-15.708570,15.708570,57.825070,57.825070
996.726300,-15.280530,15.280530,58.407460,58.407460
996.762300,-15.562840,15.562840,57.807560,57.807560
996.793900,-15.507180,15.507180,58.066570,58.066570
996.826200,-15.551370,15.551370,58.565130,58.565130
996.861200,-14.995630,14.995630,63.833480,63.833480
996.893100,-14.986470,14.986470,63.586960,63.586960
996.928300,-15.204920,15.204920,64.420030,64.420030
996.960600,-15.081410,15.081410,64.389190,64.389190
996.996200,-15.506840,15.506840,63.303220,63.303220
997.029200,-14.992470,14.992470,64.242470,64.242470
997.060800,-14.805480,14.805480,64.075650,64.075650
997.092900,-15.018600,15.018600,63.441430,63.441430
997.128700,-15.160250,15.160250,63.638340,63.638340
997.160500,-14.849960,14.849960,63.553900,63.553900
997.195300,-15.045060,15.045060,62.536640,62.536640
997.228900,-14.837200,14.837200,62.350730,62.350730
997.261800,-15.023740,15.023740,63.551540,63.551540
997.294500,-15.544870,15.544870,62.369230,62.369230
997.327300,-15.278800,15.278800,63.710420,63.710420
997.361700,-15.237540,15.237540,64.862650,64.862650
997.393900,-15.385360,15.385360,63.345840,63.345840
997.428000,-15.411300,15.411300,63.527280,63.527280
997.460500,-15.269740,15.269740,64.270610,64.270610
997.495900,-15.268240,15.268240,64.275780,64.275780
997.528000,-15.070780,15.070780,64.315190,64.315190
997.560400,-14.918320,14.918320,64.624760,64.624760
997.593700,-14.918080,14.918080,64.625900,64.625900
997.628800,-15.106410,15.106410,64.366340,64.366340
997.662000,-15.148780,15.148780,64.972630,64.972630
997.693400,-15.164400,15.164400,63.874470,63.874470
997.729300,-14.997550,14.997550,63.366560,63.366560
997.761000,-15.442760,15.442760,65.317970,65.317970
997.796100,-15.439100,15.439100,65.320400,65.320400
997.828300,-15.438840,15.438840,65.320550,65.320550
