Timestamp,FlexL,AbducL,FlexR,AbducR
380.101700,-14.486050,14.486050,18.187580,18.187580
380.133900,-15.078770,15.078770,18.379250,18.379250
380.169200,-14.182690,14.182690,18.016020,18.016020
380.201000,-14.538290,14.538290,18.767660,18.767660
380.234900,-14.502460,14.502460,18.632810,18.632810
380.268000,-14.818890,14.818890,17.779160,17.779160
380.300700,-14.061890,14.061890,17.756080,17.756080
380.335900,-14.591200,14.591200,18.155790,18.155790
380.368400,-14.930980,14.930980,18.123990,18.123990
380.405100,-13.627110,13.627110,18.592100,18.592100
380.433600,-13.531890,13.531890,18.555010,18.555010
380.468600,-13.912160,13.912160,18.476500,18.476500
380.502000,-13.451980,13.451980,18.781640,18.781640
380.533900,-13.536860,13.536860,19.140420,19.140420
380.568700,-13.922420,13.922420,18.888540,18.888540
380.602300,-13.844580,13.844580,18.937290,18.937290
380.635400,-14.562870,14.562870,18.429680,18.429680
380.667200,-14.218840,14.218840,18.350980,18.350980
380.701700,-14.114040,14.114040,19.638070,19.638070
380.735300,-14.912150,14.912150,20.108480,20.108480
380.769400,-14.475160,14.475160,18.088050,18.088050
380.801100,-14.052800,14.052800,18.910720,18.910720
380.833600,-14.898210,14.898210,18.913460,18.913460
380.868500,-14.248800,14.248800,19.319750,19.319750
380.900800,-14.631030,14.631030,18.128600,18.128600
380.933700,-14.671080,14.671080,18.218470,18.218470
380.967600,-14.645280,14.645280,18.372260,18.372260
381.001900,-14.630270,14.630270,18.370010,18.370010
381.035500,-14.384090,14.384090,18.424300,18.424300
381.068600,-14.776420,14.776420,17.915670,17.915670
381.102400,-14.075210,14.075210,17.622360,17.622360
381.136200,-14.364800,14.364800,17.675830,17.675830
381.168600,-13.741130,13.741130,17.757000,17.757000
381.201300,-13.728470,13.728470,17.730450,17.730450
381.234000,-13.937610,13.937610,17.789500,17.789500
381.267900,-14.037980,14.037980,17.905430,17.905430
381.302500,-14.857060,14.857060,17.712480,17.712480
381.336000,-14.187030,14.187030,18.141800,18.141800
381.368700,-13.884000,13.884000,18.303760,18.303760
381.402300,-14.235390,14.235390,17.313620,17.313620
381.434600,-14.304770,14.304770,17.331150,17.331150
381.467500,-14.248690,14.248690,17.317780,17.317780
381.500400,-14.249240,14.249240,17.317420,17.317420
381.536300,-14.657130,14.657130,17.478290,17.478290
381.568100,-14.553260,14.553260,17.629890,17.629890
381.601100,-14.544070,14.544070,17.190560,17.190560
381.633700,-14.552050,14.552050,17.193110,17.193110
381.667900,-14.959800,14.959800,18.137120,18.137120
381.701400,-14.958360,14.958360,18.573410,18.573410
381.736200,-14.537260,14.537260,18.480880,18.480880
381.769800,-14.535300,14.535300,18.480590,18.480590
381.802100,-14.703820,14.703820,17.866870,17.866870
381.834700,-14.556140,14.556140,18.078990,18.078990
381.869900,-14.533710,14.533710,18.185190,18.185190
381.902800,-14.679980,14.679980,18.092120,18.092120
381.934400,-14.378570,14.378570,17.986810,17.986810
381.967300,-14.495010,14.495010,18.010070,18.010070
382.000700,-15.153550,15.153550,19.952940,19.952940
382.035000,-15.133170,15.133170,19.949550,19.949550
382.067400,-15.162800,15.162800,19.933350,19.933350
382.103200,-15.718900,15.718900,19.469660,19.469660
382.136400,-15.718650,15.718650,19.469680,19.469680
382.169000,-13.878700,13.878700,18.111880,18.111880
382.201000,-14.110020,14.110020,18.184220,18.184220
382.234000,-14.183060,14.183060,18.465060,18.465060
382.269400,-13.581570,13.581570,18.129580,18.129580
382.301400,-14.178350,14.178350,18.056060,18.056060
382.334500,-13.571670,13.571670,17.955590,17.955590
382.367600,-13.687850,13.687850,17.963070,17.963070
382.400900,-13.670960,13.670960,17.943650,17.943650
382.436100,-13.866150,13.866150,18.270840,18.270840
382.468200,-13.824200,13.824200,18.108650,18.108650
382.500700,-14.218420,14.218420,17.786610,17.786610
382.535200,-13.761830,13.761830,18.036840,18.036840
382.569800,-14.065790,14.065790,18.069970,18.069970
382.602400,-14.313080,14.313080,17.991930,17.991930
382.635300,-13.998350,13.998350,18.078700,18.078700
382.668800,-14.201950,14.201950,18.055350,18.055350
382.702900,-13.786090,13.786090,17.617630,17.617630
382.735700,-13.614990,13.614990,17.974750,17.974750
382.767300,-13.385860,13.385860,18.164180,18.164180
382.803300,-13.678920,13.678920,18.551040,18.551040
382.836400,-13.663980,13.663980,18.470960,18.470960
382.869100,-13.691610,13.691610,18.477970,18.477970
382.903300,-13.396200,13.396200,18.279490,18.279490
382.936200,-14.058800,14.058800,17.820530,17.820530
382.969800,-14.097820,14.097820,17.798100,17.798100
383.000800,-14.125300,14.125300,17.925890,17.925890
383.034900,-13.967710,13.967710,18.141040,18.141040
383.068600,-13.443110,13.443110,18.084370,18.084370
383.101100,-13.937790,13.937790,18.045350,18.045350
383.135000,-13.679410,13.679410,18.159160,18.159160
383.167500,-13.469320,13.469320,17.780230,17.780230
383.202700,-13.979900,13.979900,17.856790,17.856790
383.234500,-13.622740,13.622740,17.915550,17.915550
383.267600,-14.064700,14.064700,18.026350,18.026350
383.303300,-14.007150,14.007150,18.012620,18.012620
383.335400,-13.786600,13.786600,18.038690,18.038690
383.367300,-13.840200,13.840200,18.059810,18.059810
383.402300,-14.593900,14.593900,18.134830,18.134830
383.435200,-14.237370,14.237370,18.234420,18.234420
383.470000,-14.229930,14.229930,18.235010,18.235010
383.501900,-14.184790,14.184790,18.071750,18.071750
383.534800,-13.948450,13.948450,17.917670,17.917670
383.569800,-13.977420,13.977420,18.085410,18.085410
383.603700,-14.252750,14.252750,18.306200,18.306200
383.635300,-14.252750,14.252750,18.306200,18.306200
383.670000,-14.166310,14.166310,18.309810,18.309810
383.702400,-14.018640,14.018640,18.352680,18.352680
383.737400,-14.023150,14.023150,18.349000,18.349000
383.770500,-14.023150,14.023150,18.349000,18.349000
383.802500,-15.075290,15.075290,18.350190,18.350190
383.836600,-14.300940,14.300940,18.283330,18.283330
383.869200,-14.539440,14.539440,18.297530,18.297530
383.902300,-14.599780,14.599780,18.435490,18.435490
383.936400,-14.317330,14.317330,18.337440,18.337440
383.970200,-14.217530,14.217530,18.608370,18.608370
384.003300,-14.219630,14.219630,18.620800,18.620800
384.036200,-14.221560,14.221560,18.660980,18.660980
384.068800,-14.221560,14.221560,18.660980,18.660980
384.102900,-13.770610,13.770610,18.472070,18.472070
384.136400,-13.527050,13.527050,18.382390,18.382390
384.169200,-13.091800,13.091800,18.424530,18.424530
384.201800,-13.859210,13.859210,18.191180,18.191180
384.237500,-13.801170,13.801170,17.679580,17.679580
384.270600,-13.840770,13.840770,17.733300,17.733300
384.302400,-13.949000,13.949000,17.682380,17.682380
384.335300,-13.778140,13.778140,17.584590,17.584590
384.369400,-13.887240,13.887240,17.679170,17.679170
384.401000,-13.831230,13.831230,17.919970,17.919970
384.437400,-13.899520,13.899520,17.700880,17.700880
384.469400,-14.276240,14.276240,17.818880,17.818880
384.503000,-14.001170,14.001170,17.813100,17.813100
384.534900,-14.383350,14.383350,17.821840,17.821840
384.570400,-14.272520,14.272520,17.719680,17.719680
384.603500,-14.127610,14.127610,17.892270,17.892270
384.635100,-14.084530,14.084530,17.824400,17.824400
384.670200,-13.993210,13.993210,17.803550,17.803550
384.703400,-14.258340,14.258340,17.863920,17.863920
384.736400,-13.822600,13.822600,17.632620,17.632620
384.768600,-14.050870,14.050870,17.835710,17.835710
384.803100,-15.216200,15.216200,17.960550,17.960550
384.835700,-15.112120,15.112120,17.929260,17.929260
384.868100,-15.032590,15.032590,17.881820,17.881820
384.903800,-14.550910,14.550910,17.947020,17.947020
384.937000,-13.989830,13.989830,17.653670,17.653670
384.969400,-13.990210,13.990210,17.653850,17.653850
385.001600,-13.779450,13.779450,17.842290,17.842290
385.036900,-13.826860,13.826860,17.571320,17.571320
385.070300,-13.326500,13.326500,17.546090,17.546090
385.102300,-15.316240,15.316240,17.800630,17.800630
385.135400,-14.442170,14.442170,19.230130,19.230130
385.169500,-14.060020,14.060020,18.852800,18.852800
385.201400,-14.062960,14.062960,18.854370,18.854370
385.235800,-14.062580,14.062580,18.855270,18.855270
385.268600,-14.062580,14.062580,18.855270,18.855270
385.302800,-15.093840,15.093840,19.140500,19.140500
385.336900,-14.908220,14.908220,18.880670,18.880670
385.370800,-15.489300,15.489300,19.083160,19.083160
385.403000,-15.428120,15.428120,19.251460,19.251460
385.436600,-15.395550,15.395550,19.196480,19.196480
385.468300,-14.914450,14.914450,19.336380,19.336380
385.502700,-14.950040,14.950040,19.353950,19.353950
385.534900,-15.164770,15.164770,19.208050,19.208050
385.569300,-14.896640,14.896640,19.230600,19.230600
385.602600,-14.752700,14.752700,18.389900,18.389900
385.637400,-14.776400,14.776400,18.531920,18.531920
385.670000,-14.759020,14.759020,18.476090,18.476090
385.702200,-14.480350,14.480350,18.100250,18.100250
385.736800,-13.816990,13.816990,18.032840,18.032840
385.768700,-13.732930,13.732930,17.983280,17.983280
385.801700,-14.576970,14.576970,19.765100,19.765100
385.836800,-13.316190,13.316190,19.799860,19.799860
385.869300,-13.019840,13.019840,19.558800,19.558800
385.904100,-13.730480,13.730480,19.331350,19.331350
385.937000,-14.068570,14.068570,18.914720,18.914720
385.969200,-13.906780,13.906780,18.620670,18.620670
386.003000,-14.222200,14.222200,18.578650,18.578650
386.035600,-13.855210,13.855210,18.388330,18.388330
386.070600,-13.918900,13.918900,18.317470,18.317470
386.102900,-14.181500,14.181500,18.859190,18.859190
386.137400,-14.052940,14.052940,18.763290,18.763290
386.169500,-14.508730,14.508730,22.678270,22.678270
386.204200,-14.585190,14.585190,27.228930,27.228930
386.235500,-14.869330,14.869330,37.743330,37.743330
386.268400,-15.539700,15.539700,44.135280,44.135280
386.302500,-15.414150,15.414150,53.609070,53.609070
386.336400,-15.872640,15.872640,59.290120,59.290120
386.369100,-15.377540,15.377540,72.920990,72.920990
386.403000,-15.671420,15.671420,81.280530,81.280530
386.435000,-16.727310,16.727310,86.663860,86.663860
386.470600,-15.807810,15.807810,88.327200,88.327200
386.502800,-15.563750,15.563750,91.684440,91.684440
386.537600,-14.278670,14.278670,91.180900,91.180900
386.571000,-13.301530,13.301530,89.150120,89.150120
386.603600,-13.022420,13.022420,84.803410,84.803410
386.636400,-13.818190,13.818190,80.891080,80.891080
386.670700,-14.047450,14.047450,73.046650,73.046650
386.703100,14.936440,14.936440,66.627190,66.627190
386.735300,-15.340120,15.340120,57.415860,57.415860
386.770700,-16.128590,16.128590,44.250150,44.250150
386.802600,16.251120,16.251120,45.303830,45.303830
386.835500,16.256030,16.256030,44.752960,44.752960
386.869800,-15.780340,15.780340,43.907320,43.907320
386.902700,-15.762820,15.762820,43.637760,43.637760
386.936900,16.444210,16.444210,43.795430,43.795430
386.970100,16.693530,16.693530,43.573490,43.573490
387.003200,17.017340,17.017340,44.884030,44.884030
387.037000,16.970110,16.970110,48.233870,48.233870
387.069700,17.065250,17.065250,51.728620,51.728620
387.103000,-15.493820,15.493820,54.419490,54.419490
387.137400,16.003100,16.003100,53.517860,53.517860
387.169100,15.927900,15.927900,55.714910,55.714910
387.201800,16.314760,16.314760,66.489650,66.489650
387.236700,15.457970,15.457970,72.575350,72.575350
387.269600,-16.137460,16.137460,75.044710,75.044710
387.302600,16.542550,16.542550,76.549930,76.549930
387.336300,-16.758580,16.758580,77.277630,77.277630
387.369400,-16.241540,16.241540,77.545660,77.545660
387.402200,15.928630,15.928630,80.088220,80.088220
387.436600,-16.846420,16.846420,80.172160,80.172160
387.469900,-16.423130,16.423130,80.137760,80.137760
387.503300,18.219150,18.219150,80.573120,80.573120
387.536300,16.889730,16.889730,79.904620,79.904620
387.568700,-17.528290,17.528290,80.496100,80.496100
387.604400,17.900490,17.900490,80.536770,80.536770
387.637700,17.226460,17.226460,80.267340,80.267340
387.670700,17.165800,17.165800,80.325590,80.325590
387.704300,-17.450180,17.450180,80.152130,80.152130
387.735400,-16.363680,16.363680,79.161790,79.161790
387.770200,-17.352260,17.352260,80.342640,80.342640
387.802600,-19.147490,19.147490,80.542850,80.542850
387.835900,-18.487510,18.487510,81.459340,81.459340
387.868900,-17.419690,17.419690,81.940810,81.940810
387.904500,-18.324490,18.324490,82.722340,82.722340
387.938200,-18.254420,18.254420,85.694730,85.694730
387.968800,-18.638320,18.638320,85.715850,85.715850
388.002600,-17.540990,17.540990,86.643550,86.643550
388.045900,-18.933810,18.933810,86.285130,86.285130
388.072200,19.844840,19.844840,89.988950,89.988950
388.103300,18.649240,18.649240,91.037360,91.037360
388.137600,18.873820,18.873820,91.797460,91.797460
388.171100,19.491230,19.491230,91.943330,91.943330
388.204100,20.781460,20.781460,92.680430,92.680430
388.236100,20.857610,20.857610,91.779280,91.779280
388.270300,-21.907480,21.907480,90.285220,90.285220
388.303200,21.931150,21.931150,90.358780,90.358780
388.337300,-22.616600,22.616600,90.449970,90.449970
388.370400,-21.429960,21.429960,91.330860,91.330860
388.404900,-23.027440,23.027440,90.528550,90.528550
388.436200,22.343070,22.343070,90.898820,90.898820
388.470300,-22.510160,22.510160,91.213840,91.213840
388.502100,20.912540,20.912540,91.229590,91.229590
388.537600,-22.317360,22.317360,91.091690,91.091690
388.571000,-21.243430,21.243430,91.628630,91.628630
388.604900,-21.121830,21.121830,91.681300,91.681300
388.637500,-22.474590,22.474590,90.380270,90.380270
388.670800,21.805820,21.805820,93.038640,93.038640
388.702500,-21.358660,21.358660,92.361440,92.361440
388.736800,-20.615680,20.615680,91.687380,91.687380
388.769800,21.028240,21.028240,90.999120,90.999120
388.804700,-20.165620,20.165620,90.454940,90.454940
388.838100,-19.733200,19.733200,88.982180,88.982180
388.868900,-19.325070,19.325070,88.914470,88.914470
388.903700,18.546790,18.546790,89.443980,89.443980
388.935600,-18.466290,18.466290,88.834800,88.834800
388.971600,-16.962510,16.962510,88.433270,88.433270
389.004600,-16.271230,16.271230,87.650810,87.650810
389.037300,16.743020,16.743020,87.595590,87.595590
389.070400,16.767220,16.767220,86.505050,86.505050
389.103100,16.410210,16.410210,87.576360,87.576360
389.135500,-17.078460,17.078460,87.525510,87.525510
389.169100,-17.164040,17.164040,87.184420,87.184420
389.202300,-16.484300,16.484300,87.242210,87.242210
389.237800,-16.083210,16.083210,88.200110,88.200110
389.271800,-14.932770,14.932770,87.631190,87.631190
389.304100,14.711150,14.711150,85.626420,85.626420
389.336400,-14.358440,14.358440,85.343320,85.343320
389.369600,-14.564660,14.564660,85.141560,85.141560
389.404500,13.974090,13.974090,83.458430,83.458430
389.437500,-14.223410,14.223410,83.068950,83.068950
389.470700,-14.121060,14.121060,82.482320,82.482320
389.503400,-13.537610,13.537610,82.987220,82.987220
389.536700,13.620050,13.620050,83.277360,83.277360
389.569200,-13.853680,13.853680,82.170090,82.170090
389.602800,-12.644230,12.644230,82.157840,82.157840
389.636000,-12.973920,12.973920,82.342230,82.342230
389.671600,-13.084510,13.084510,82.083660,82.083660
389.702900,-13.167130,13.167130,82.149350,82.149350
389.737500,-13.637200,13.637200,82.175120,82.175120
389.771100,-13.457890,13.457890,82.380620,82.380620
389.804300,-12.419650,12.419650,81.541010,81.541010
389.837200,13.486080,13.486080,81.671350,81.671350
389.869000,14.343310,14.343310,82.045800,82.045800
