Timestamp,FlexL,AbducL,FlexR,AbducR
1029.516000,23.674740,23.674740,62.990950,62.990950
1029.548000,23.262870,23.262870,63.499410,63.499410
1029.583000,23.228230,23.228230,63.522220,63.522220
1029.620000,23.226450,23.226450,63.523550,63.523550
1029.649000,23.896280,23.896280,68.188640,68.188640
1029.682000,23.771180,23.771180,68.596300,68.596300
1029.713000,23.966600,23.966600,69.183670,69.183670
1029.747000,23.523570,23.523570,68.357380,68.357380
1029.780000,23.364580,23.364580,68.298750,68.298750
1029.814000,23.766880,23.766880,69.082240,69.082240
1029.847000,23.738970,23.738970,69.203580,69.203580
1029.883000,23.835590,23.835590,72.098720,72.098720
1029.916000,23.756220,23.756220,71.206060,71.206060
1029.949000,23.763610,23.763610,70.366370,70.366370
1029.983000,24.510890,24.510890,72.594480,72.594480
1030.015000,24.064830,24.064830,73.805580,73.805580
1030.048000,23.180230,23.180230,71.338600,71.338600
1030.082000,23.622050,23.622050,73.178090,73.178090
1030.114000,23.928480,23.928480,74.122170,74.122170
1030.150000,23.567830,23.567830,74.322420,74.322420
1030.180000,23.546040,23.546040,72.588530,72.588530
1030.214000,23.267930,23.267930,72.796680,72.796680
1030.248000,23.363050,23.363050,73.261540,73.261540
1030.281000,23.664120,23.664120,74.045460,74.045460
1030.314000,22.921170,22.921170,73.885460,73.885460
1030.347000,22.986730,22.986730,74.161540,74.161540
1030.381000,23.023820,23.023820,74.741900,74.741900
1030.416000,22.612750,22.612750,75.317630,75.317630
1030.449000,22.894180,22.894180,74.798470,74.798470
1030.483000,23.049150,23.049150,75.503920,75.503920
1030.516000,22.639090,22.639090,75.033570,75.033570
1030.550000,22.303940,22.303940,75.071330,75.071330
1030.583000,22.725920,22.725920,75.748120,75.748120
1030.617000,22.980010,22.980010,75.018100,75.018100
1030.647000,23.462870,23.462870,74.524120,74.524120
1030.683000,23.661090,23.661090,74.968730,74.968730
1030.716000,22.841830,22.841830,74.942800,74.942800
1030.750000,22.552990,22.552990,74.571230,74.571230
1030.781000,22.632830,22.632830,75.689120,75.689120
1030.830000,22.323600,22.323600,75.427740,75.427740
1030.851000,21.875350,21.875350,75.145870,75.145870
1030.882000,22.562290,22.562290,75.697410,75.697410
1030.916000,22.939640,22.939640,75.524740,75.524740
1030.948000,23.015540,23.015540,75.249070,75.249070
1030.982000,23.478740,23.478740,76.021550,76.021550
1031.016000,23.865210,23.865210,75.886540,75.886540
1031.048000,24.269370,24.269370,75.647120,75.647120
1031.082000,25.055250,25.055250,76.098680,76.098680
1031.116000,24.292910,24.292910,76.941380,76.941380
1031.150000,24.087970,24.087970,77.213960,77.213960
1031.182000,24.327750,24.327750,77.255520,77.255520
1031.214000,24.061790,24.061790,76.727550,76.727550
1031.250000,24.090120,24.090120,77.400960,77.400960
1031.281000,24.127620,24.127620,77.637580,77.637580
1031.315000,24.364710,24.364710,78.775020,78.775020
1031.350000,24.655280,24.655280,80.316330,80.316330
1031.382000,25.015790,25.015790,82.932930,82.932930
