Timestamp,TrunkX,TrunkY,TrunkZ,PelvisX,PelvisY,PelvisZ,ThoracicX,ThoracicY,ThoracicZ,NeutralX,NeutralY,NeutralZ
1029.508000,-4.529785,-254.541900,250.644300,287.469500,340.505200,29.884740,282.939800,85.963250,280.529100,0.000000,0.000000,0.000000
1029.511000,3.401428,-271.894000,279.616100,287.686000,341.099800,29.272400,291.087400,69.205820,308.888500,0.000000,0.000000,0.000000
1029.556000,3.154053,-273.074000,280.880900,288.031900,342.010000,28.290330,291.186000,68.935950,309.171200,0.000000,0.000000,0.000000
1029.569000,3.346497,-274.165800,282.063900,288.147600,342.306000,27.937740,291.494100,68.140230,310.001700,0.000000,0.000000,0.000000
1029.588000,2.838806,-275.798900,283.798000,288.762900,343.690400,26.467870,291.601700,67.891560,310.265900,0.000000,0.000000,0.000000
1029.603000,2.949921,-276.505000,284.552800,288.862000,343.928600,26.220410,291.812000,67.423590,310.773200,0.000000,0.000000,0.000000
1029.624000,3.055328,-277.130800,285.227200,288.964300,344.130400,26.011180,292.019600,66.999540,311.238300,0.000000,0.000000,0.000000
1029.633000,2.726105,-278.201300,286.384700,289.398400,344.986400,25.093150,292.124500,66.785130,311.477900,0.000000,0.000000,0.000000
1029.654000,2.818848,-278.845200,287.082600,289.516000,345.208800,24.852240,292.334900,66.363550,311.934800,0.000000,0.000000,0.000000
1029.657000,2.795471,-279.289000,287.593000,289.641300,345.455600,24.573670,292.436800,66.166580,312.166700,0.000000,0.000000,0.000000
1029.671000,2.798798,-279.692100,288.031300,289.737200,345.656800,24.366190,292.535900,65.964700,312.397500,0.000000,0.000000,0.000000
1029.687000,2.786926,-280.100500,288.480500,289.846000,345.861600,24.149210,292.632900,65.761050,312.629700,0.000000,0.000000,0.000000
1029.724000,3.251221,-281.460300,290.101500,289.978300,346.076800,23.909810,293.229600,64.616480,314.011400,0.000000,0.000000,0.000000
1029.733000,3.028656,-282.175700,290.845500,290.284900,346.642900,23.321540,293.313500,64.467250,314.167100,0.000000,0.000000,0.000000
1029.745000,3.060211,-282.654600,291.352400,290.407400,346.832600,23.116890,293.467600,64.178010,314.469300,0.000000,0.000000,0.000000
1029.760000,2.953613,-283.093000,291.815600,290.578700,347.145500,22.805030,293.532300,64.052550,314.620600,0.000000,0.000000,0.000000
1029.770000,2.983002,-283.480500,292.254900,290.664300,347.301300,22.645570,293.647300,63.820850,314.900500,0.000000,0.000000,0.000000
1029.785000,2.723114,-284.152400,292.952100,290.979000,347.882000,22.051790,293.702100,63.729590,315.003800,0.000000,0.000000,0.000000
1029.797000,2.702576,-284.374400,293.201500,291.044400,348.010600,21.921980,293.747000,63.636180,315.123400,0.000000,0.000000,0.000000
1029.831000,2.738586,-284.741600,293.629900,291.105300,348.135200,21.798010,293.843900,63.393600,315.427900,0.000000,0.000000,0.000000
1029.846000,2.729095,-284.969600,293.908800,291.164000,348.258300,21.677880,293.893100,63.288760,315.586600,0.000000,0.000000,0.000000
1029.872000,2.709991,-285.153400,294.128200,291.218700,348.369600,21.568380,293.928700,63.216220,315.696600,0.000000,0.000000,0.000000
1029.887000,2.565430,-285.450900,294.466700,291.376300,348.645500,21.280020,293.941700,63.194640,315.746800,0.000000,0.000000,0.000000
1029.926000,2.563568,-285.540800,294.693800,291.426000,348.733700,21.184240,293.989500,63.192840,315.878000,0.000000,0.000000,0.000000
1029.935000,2.443176,-285.769100,294.987100,291.556600,348.978200,20.916350,293.999800,63.209100,315.903400,0.000000,0.000000,0.000000
1029.954000,2.428650,-285.786900,295.081700,291.594200,349.058100,20.831530,294.022900,63.271170,315.913200,0.000000,0.000000,0.000000
1029.972000,2.447357,-285.772700,295.180100,291.629800,349.134100,20.750140,294.077100,63.361400,315.930300,0.000000,0.000000,0.000000
1029.987000,2.394501,-285.894700,295.342600,291.696300,349.291500,20.580620,294.090800,63.396800,315.923200,0.000000,0.000000,0.000000
1030.011000,2.321350,-286.071400,295.554400,291.790300,349.497800,20.364690,294.111600,63.426470,315.919000,0.000000,0.000000,0.000000
1030.044000,2.341705,-286.053000,295.632700,291.827800,349.584400,20.280510,294.169500,63.531340,315.913200,0.000000,0.000000,0.000000
1030.059000,2.162720,-286.466700,295.986500,292.005400,350.047600,19.867950,294.168200,63.580890,315.854400,0.000000,0.000000,0.000000
1030.074000,2.169495,-286.457800,295.983200,292.025000,350.103000,19.825670,294.194500,63.645250,315.808800,0.000000,0.000000,0.000000
1030.086000,2.093933,-286.621000,296.138500,292.105900,350.304200,19.659920,294.199800,63.683160,315.798400,0.000000,0.000000,0.000000
