Timestamp,TrunkX,TrunkY,TrunkZ,PelvisX,PelvisY,PelvisZ,ThoracicX,ThoracicY,ThoracicZ,NeutralX,NeutralY,NeutralZ
991.629200,-0.066324,-9.610260,0.271118,286.056900,292.848100,37.556160,283.205100,81.820880,275.497600,-2.785422,-201.416900,237.670300
991.634900,0.009115,-4.518555,0.557755,286.052900,292.884000,37.564470,283.276600,86.948510,275.792500,-2.785422,-201.416900,237.670300
991.644000,0.008414,-4.517731,0.554504,286.051600,292.886100,37.561980,283.274600,86.951410,275.786800,-2.785422,-201.416900,237.670300
991.659400,0.012411,-4.515442,0.549377,286.048100,292.890100,37.559270,283.275100,86.957760,275.779000,-2.785422,-201.416900,237.670300
991.671100,0.002737,-4.533707,0.541153,286.049700,292.940100,37.552040,283.267000,86.989460,275.763500,-2.785422,-201.416900,237.670300
991.682800,0.002249,-4.527069,0.537201,286.049800,292.936800,37.553220,283.266600,86.992820,275.760700,-2.785422,-201.416900,237.670300
991.700300,-0.004007,-4.482849,0.514053,286.048600,292.935600,37.554400,283.259200,87.035860,275.738800,-2.785422,-201.416900,237.670300
991.706500,-0.003275,-4.482681,0.509796,286.048400,292.939800,37.551000,283.259700,87.040180,275.731100,-2.785422,-201.416900,237.670300
991.738200,0.035727,-4.611694,0.620178,286.027200,293.048200,37.482910,283.277500,87.019590,275.773400,-2.785422,-201.416900,237.670300
991.749100,0.037741,-4.609650,0.619888,286.027300,293.048600,37.483170,283.279700,87.022010,275.773400,-2.785422,-201.416900,237.670300
991.764100,0.037588,-4.610001,0.618393,286.028000,293.048700,37.483630,283.280200,87.021770,275.772300,-2.785422,-201.416900,237.670300
991.769900,0.033377,-4.599091,0.630341,286.028400,293.045900,37.487800,283.276400,87.029900,275.788500,-2.785422,-201.416900,237.670300
991.785000,0.033896,-4.589584,0.623505,286.029100,293.042100,37.492030,283.277600,87.035630,275.785900,-2.785422,-201.416900,237.670300
991.796600,0.027365,-4.613052,0.605896,286.037400,293.070700,37.506630,283.279400,87.040700,275.782800,-2.785422,-201.416900,237.670300
991.808000,0.027670,-4.609756,0.602936,286.038000,293.069600,37.506650,283.280200,87.042920,275.779900,-2.785422,-201.416900,237.670300
991.819900,0.026907,-4.671448,0.689850,286.038500,293.070000,37.506530,283.280000,86.981610,275.866700,-2.785422,-201.416900,237.670300
991.834600,0.028342,-4.673798,0.693024,286.037600,293.071400,37.504140,283.280500,86.980670,275.867500,-2.785422,-201.416900,237.670300
991.849000,0.029288,-4.666290,0.688263,286.036200,293.074500,37.501680,283.280100,86.991290,275.860300,-2.785422,-201.416900,237.670300
991.863500,0.040823,-4.698730,0.699204,286.030200,293.098400,37.522240,283.285600,86.982690,275.891800,-2.785422,-201.416900,237.670300
991.878700,0.038870,-4.690292,0.696869,286.032100,293.101600,37.519170,283.285600,86.994370,275.886400,-2.785422,-201.416900,237.670300
991.887900,0.037283,-4.680527,0.692673,286.033200,293.097200,37.522930,283.285000,86.999770,275.885900,-2.785422,-201.416900,237.670300
991.897300,0.036764,-4.671844,0.687149,286.033800,293.091700,37.527420,283.285200,87.002940,275.884900,-2.785422,-201.416900,237.670300
991.908000,0.044333,-4.693863,0.691895,286.030500,293.122300,37.537880,283.289400,87.011460,275.900100,-2.785422,-201.416900,237.670300
991.923000,0.045462,-4.697983,0.696167,286.030600,293.125400,37.535620,283.290700,87.010450,275.902100,-2.785422,-201.416900,237.670300
991.931700,0.046927,-4.699341,0.698944,286.031300,293.133100,37.527990,283.292800,87.016790,275.897200,-2.785422,-201.416900,237.670300
991.944200,0.051840,-4.709290,0.668869,286.030600,293.153000,37.550700,283.297000,87.026830,275.889900,-2.785422,-201.416900,237.670300
991.959700,0.048239,-4.687317,0.676956,286.029600,293.148500,37.554210,283.292400,87.044280,275.901500,-2.785422,-201.416900,237.670300
991.971500,0.049216,-4.677917,0.671814,286.029700,293.146700,37.555880,283.293500,87.051820,275.898000,-2.785422,-201.416900,237.670300
991.984000,0.048880,-4.701355,0.649567,286.029900,293.177700,37.572240,283.293400,87.059440,275.892100,-2.785422,-201.416900,237.670300
