NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 17:19:58.987	235760.57340990
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	201.012	-24.762	337.427	195.267	-19.653	602.591	128.858	198.907	521.668	115.938	238.913	223.886	98.330	252.537	96.502
2	0.01000	201.011	-24.862	337.413	195.256	-19.672	602.587	128.928	198.873	521.335	115.624	238.218	223.485	98.103	251.770	96.120
3	0.02000	201.028	-24.978	337.403	195.258	-19.721	602.576	129.060	198.816	521.036	115.405	237.662	223.130	97.856	251.117	95.775
4	0.03000	201.004	-25.136	337.355	195.277	-19.787	602.549	129.248	198.721	520.790	115.252	237.175	222.844	97.639	250.655	95.503
5	0.04000	201.020	-25.254	337.350	195.299	-19.865	602.508	129.541	198.621	520.634	115.155	236.868	222.630	97.436	250.379	95.341
6	0.05000	201.033	-25.401	337.324	195.350	-19.964	602.470	129.803	198.466	520.489	115.084	236.734	222.508	97.188	250.248	95.203
7	0.06000	201.069	-25.512	337.342	195.385	-20.075	602.443	130.082	198.309	520.423	115.023	236.761	222.490	96.953	250.280	95.161
8	0.07000	201.064	-25.664	337.324	195.452	-20.196	602.427	130.308	198.180	520.407	114.966	236.919	222.529	96.740	250.441	95.193
9	0.08000	201.038	-25.803	337.354	195.501	-20.274	602.446	130.448	198.081	520.413	114.922	237.237	222.626	96.549	250.881	95.291
10	0.09000	201.045	-25.913	337.353	195.550	-20.397	602.435	130.558	197.938	520.443	114.912	237.619	222.780	96.352	251.224	95.395
11	0.10000	201.025	-26.018	337.333	195.619	-20.486	602.425	130.576	197.818	520.487	114.878	238.031	222.938	96.184	251.595	95.519
12	0.11000	201.038	-26.072	337.341	195.668	-20.588	602.410	130.556	197.681	520.531	114.835	238.505	223.123	96.026	252.043	95.679
13	0.12000	201.059	-26.133	337.336	195.722	-20.682	602.413	130.488	197.571	520.592	114.807	238.931	223.311	95.907	252.423	95.803
14	0.13000	201.063	-26.172	337.328	195.762	-20.754	602.420	130.394	197.479	520.637	114.796	239.415	223.511	95.807	252.806	95.925
15	0.14000	201.116	-26.179	337.343	195.817	-20.808	602.432	130.264	197.394	520.637	114.775	239.799	223.653	95.711	253.113	96.006
16	0.15000	201.140	-26.211	337.333	195.856	-20.860	602.444	130.093	197.310	520.610	114.741	240.188	223.767	95.588	253.376	96.065
17	0.16000	201.174	-26.225	337.324	195.887	-20.889	602.453	129.894	197.230	520.555	114.658	240.515	223.851	95.417	253.574	96.100
