NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 17:34:13.042	236614.62816140
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	199.786	-35.563	339.113	192.426	-30.880	604.878	132.586	188.167	520.125	104.142	225.674	221.049	79.937	240.324	94.094
2	0.01000	199.773	-35.772	338.998	192.817	-31.190	604.636	132.020	187.750	520.652	103.366	227.542	221.452	78.727	242.347	94.915
3	0.02000	199.771	-35.865	338.902	192.992	-31.201	604.533	130.952	187.660	520.938	102.512	229.075	222.039	77.463	243.827	95.653
4	0.03000	199.760	-35.849	338.807	192.976	-30.925	604.550	129.711	187.909	521.045	102.244	230.498	222.552	76.578	244.824	96.221
5	0.04000	199.692	-35.759	338.705	192.860	-30.478	604.613	128.432	188.259	521.089	102.599	231.677	222.812	76.387	245.498	96.579
6	0.05000	199.610	-35.622	338.601	192.734	-30.050	604.652	127.369	188.419	521.171	103.301	232.475	222.913	76.924	245.873	96.696
7	0.06000	199.600	-35.421	338.603	192.656	-29.787	604.626	126.586	188.618	521.110	104.155	232.684	222.963	77.990	245.923	96.587
8	0.07000	199.611	-35.305	338.632	192.646	-29.686	604.564	125.885	188.896	520.916	104.952	232.341	222.927	79.263	245.515	96.271
9	0.08000	199.606	-35.239	338.694	192.660	-29.682	604.496	125.289	189.151	520.730	105.485	231.592	222.704	80.471	244.828	95.865
10	0.09000	199.561	-35.217	338.684	192.660	-29.728	604.402	124.894	189.242	520.537	105.715	230.357	222.378	81.361	243.570	95.439
11	0.10000	199.506	-35.214	338.668	192.629	-29.704	604.353	124.814	189.284	520.357	105.630	228.799	221.987	82.011	242.104	95.044
12	0.11000	199.489	-35.196	338.685	192.572	-29.572	604.365	125.032	189.269	520.094	105.397	227.166	221.598	82.500	240.617	94.747
13	0.12000	199.471	-35.206	338.716	192.470	-29.462	604.374	125.528	189.221	519.819	105.211	225.667	221.224	82.875	239.302	94.496
14	0.13000	199.439	-35.263	338.744	192.381	-29.367	604.398	126.100	189.065	519.475	105.164	224.520	220.912	83.208	238.347	94.306
15	0.14000	199.404	-35.349	338.766	192.326	-29.363	604.400	126.769	188.939	519.251	105.360	223.773	220.659	83.525	237.770	94.106
16	0.15000	199.326	-35.507	338.737	192.303	-29.461	604.391	127.347	188.727	519.051	105.711	223.471	220.468	83.778	237.576	93.911
17	0.16000	199.280	-35.708	338.703	192.318	-29.652	604.362	128.011	188.541	518.929	106.124	223.490	220.333	83.861	237.643	93.774
18	0.17000	199.228	-35.966	338.649	192.374	-29.956	604.318	128.716	188.271	518.836	106.504	223.763	220.248	83.733	237.876	93.694
19	0.18000	199.207	-36.199	338.634	192.460	-30.259	604.276	129.443	188.033	518.799	106.770	224.154	220.233	83.412	238.246	93.739
20	0.19000	199.232	-36.426	338.624	192.550	-30.563	604.230	130.119	187.751	518.829	106.864	224.559	220.299	82.988	238.631	93.851
21	0.20000	199.246	-36.671	338.603	192.656	-30.848	604.191	130.719	187.521	518.891	106.840	225.000	220.449	82.552	239.041	94.054
22	0.21000	199.243	-36.894	338.551	192.775	-31.073	604.148	131.181	187.316	518.969	106.780	225.367	220.620	82.202	239.371	94.246
23	0.22000	199.276	-37.031	338.542	192.878	-31.275	604.116	131.531	187.183	519.078	106.747	225.689	220.834	81.964	239.676	94.472
24	0.23000	199.265	-37.147	338.513	192.975	-31.433	604.097	131.719	187.101	519.209	106.783	225.915	221.048	81.914	239.884	94.660
25	0.24000	199.277	-37.196	338.503	193.051	-31.598	604.075	131.819	187.042	519.330	106.830	226.009	221.227	82.049	240.038	94.842
26	0.25000	199.293	-37.217	338.493	193.141	-31.732	604.066	131.829	187.026	519.459	106.942	226.025	221.407	82.301	240.111	94.962
27	0.26000	199.320	-37.220	338.493	193.216	-31.885	604.051	131.796	187.005	519.603	107.111	225.946	221.572	82.688	240.126	95.060
28	0.27000	199.338	-37.212	338.489	193.298	-32.020	604.045	131.742	187.005	519.743	107.328	225.785	221.680	83.151	240.074	95.156
29	0.28000	199.346	-37.222	338.475	193.360	-32.139	604.029	131.702	186.981	519.849	107.541	225.531	221.728	83.566	239.903	95.169
30	0.29000	199.392	-37.217	338.496	193.412	-32.255	604.020	131.684	186.930	519.911	107.764	225.289	221.763	84.010	239.709	95.196
31	0.30000	199.427	-37.230	338.496	193.465	-32.352	604.030	131.723	186.872	519.940	108.027	225.036	221.752	84.411	239.512	95.187
32	0.31000	199.486	-37.274	338.499	193.499	-32.434	604.047	131.803	186.792	519.940	108.281	224.788	221.700	84.768	239.252	95.128
33	0.32000	199.554	-37.329	338.502	193.555	-32.531	604.057	131.934	186.658	519.900	108.617	224.608	221.661	85.110	239.059	95.103
34	0.33000	199.605	-37.458	338.489	193.617	-32.650	604.060	132.142	186.534	519.845	108.951	224.503	221.637	85.407	238.962	95.099
35	0.34000	199.695	-37.573	338.489	193.698	-32.774	604.056	132.426	186.416	519.806	109.250	224.424	221.606	85.672	238.944	95.096
36	0.35000	199.784	-37.687	338.486	193.787	-32.941	604.053	132.803	186.254	519.730	109.513	224.409	221.586	85.836	238.966	95.095
37	0.36000	199.843	-37.828	338.455	193.913	-33.128	604.034	133.217	186.059	519.674	109.700	224.425	221.581	85.913	239.040	95.119
38	0.37000	199.918	-37.988	338.441	194.060	-33.340	604.018	133.651	185.882	519.632	109.886	224.510	221.635	85.935	239.149	95.171
39	0.38000	199.980	-38.195	338.386	194.210	-33.551	604.001	134.093	185.702	519.589	110.008	224.608	221.691	85.927	239.285	95.239
40	0.39000	200.101	-38.351	338.375	194.379	-33.769	603.980	134.516	185.532	519.533	110.091	224.712	221.747	85.889	239.451	95.309
41	0.40000	200.237	-38.460	338.381	194.553	-33.998	603.953	134.898	185.429	519.495	110.176	224.849	221.828	85.863	239.623	95.392
42	0.41000	200.326	-38.574	338.342	194.705	-34.182	603.933	135.245	185.274	519.446	110.235	224.981	221.906	85.845	239.806	95.486
43	0.42000	200.407	-38.677	338.302	194.872	-34.377	603.918	135.570	185.155	519.425	110.330	225.110	221.991	85.845	239.967	95.564
44	0.43000	200.535	-38.745	338.293	195.022	-34.568	603.905	135.864	185.040	519.392	110.420	225.230	222.049	85.866	240.080	95.621
45	0.44000	200.648	-38.792	338.277	195.161	-34.728	603.889	136.095	184.999	519.388	110.523	225.337	222.130	85.890	240.167	95.672
46	0.45000	200.744	-38.818	338.254	195.284	-34.862	603.881	136.290	184.917	519.377	110.648	225.453	222.197	85.959	240.254	95.752
47	0.46000	200.893	-38.783	338.275	195.411	-34.954	603.881	136.466	184.853	519.388	110.742	225.518	222.259	86.068	240.350	95.834
48	0.47000	200.984	-38.771	338.262	195.515	-35.044	603.883	136.595	184.804	519.384	110.868	225.601	222.321	86.214	240.443	95.897
49	0.48000	201.116	-38.714	338.279	195.626	-35.141	603.896	136.713	184.768	519.389	111.018	225.680	222.373	86.398	240.563	95.966
50	0.49000	201.218	-38.684	338.276	195.739	-35.221	603.897	136.816	184.744	519.382	111.179	225.747	222.420	86.558	240.660	95.971
51	0.50000	201.301	-38.661	338.252	195.869	-35.274	603.915	136.933	184.692	519.361	111.317	225.844	222.476	86.724	240.778	95.995
52	0.51000	201.411	-38.641	338.249	195.987	-35.340	603.913	137.023	184.644	519.304	111.414	225.939	222.527	86.878	240.928	96.024
53	0.52000	201.511	-38.639	338.236	196.109	-35.398	603.912	137.109	184.585	519.197	111.525	226.050	222.588	87.019	241.059	96.042
54	0.53000	201.629	-38.629	338.237	196.261	-35.453	603.910	137.195	184.496	519.022	111.601	226.164	222.650	87.156	241.227	96.058
55	0.54000	201.766	-38.611	338.255	196.398	-35.536	603.895	137.253	184.397	518.787	111.684	226.331	222.720	87.263	241.411	96.054
56	0.55000	201.893	-38.611	338.266	196.511	-35.626	603.880	137.293	184.258	518.455	111.764	226.536	222.738	87.319	241.628	96.033
57	0.56000	201.990	-38.639	338.261	196.615	-35.689	603.864	137.259	184.120	518.072	111.855	226.808	222.759	87.359	241.923	96.003
58	0.57000	202.067	-38.673	338.242	196.721	-35.736	603.880	137.206	183.962	517.654	111.940	227.134	222.763	87.359	242.246	95.912
59	0.58000	202.154	-38.719	338.230	196.783	-35.792	603.885	137.141	183.784	517.116	111.970	227.436	222.703	87.344	242.687	95.831
60	0.59000	202.286	-38.759	338.234	196.817	-35.834	603.940	137.091	183.608	516.590	112.020	227.823	222.650	87.285	243.155	95.715
61	0.60000	202.405	-38.845	338.222	196.809	-35.856	604.009	137.053	183.436	516.086	112.033	228.212	222.600	87.176	243.724	95.639
62	0.61000	202.551	-38.934	338.221	196.771	-35.862	604.098	137.067	183.293	515.625	111.991	228.614	222.564	86.996	244.266	95.540
63	0.62000	202.689	-39.014	338.247	196.715	-35.854	604.194	137.084	183.118	515.190	111.862	228.989	222.580	86.755	244.917	95.549
64	0.63000	202.813	-39.075	338.270	196.683	-35.841	604.261	137.103	182.936	514.774	111.690	229.389	222.642	86.509	245.604	95.608
65	0.64000	202.951	-39.155	338.308	196.675	-35.851	604.295	137.159	182.757	514.390	111.467	229.811	222.742	86.200	246.349	95.697
66	0.65000	203.102	-39.218	338.352	196.690	-35.846	604.323	137.218	182.606	514.081	111.237	230.255	222.873	85.879	247.155	95.835
67	0.66000	203.222	-39.306	338.404	196.690	-35.861	604.361	137.335	182.432	513.754	110.952	230.698	223.030	85.554	248.066	96.046
68	0.67000	203.304	-39.410	338.429	196.669	-35.871	604.430	137.495	182.226	513.474	110.584	231.211	223.275	85.159	249.032	96.298
69	0.68000	203.392	-39.458	338.486	196.632	-35.878	604.520	137.693	182.030	513.272	110.227	231.806	223.605	84.685	250.146	96.653
70	0.69000	203.431	-39.539	338.508	196.590	-35.885	604.610	137.946	181.809	513.117	109.858	232.462	223.952	84.145	251.372	97.081
71	0.70000	203.465	-39.582	338.529	196.555	-35.904	604.673	138.222	181.594	513.017	109.477	233.210	224.363	83.551	252.764	97.616
72	0.71000	203.528	-39.599	338.571	196.529	-35.942	604.711	138.537	181.369	512.921	109.088	234.105	224.835	82.947	254.343	98.229
73	0.72000	203.562	-39.641	338.603	196.544	-35.979	604.738	138.891	181.098	512.835	108.732	235.060	225.365	82.344	256.132	98.924
74	0.73000	203.606	-39.665	338.632	196.546	-36.022	604.766	139.341	180.849	512.758	108.452	236.275	226.013	81.757	258.160	99.715
75	0.74000	203.621	-39.717	338.646	196.568	-36.081	604.779	139.825	180.540	512.685	108.219	237.636	226.711	81.165	260.415	100.608
76	0.75000	203.632	-39.794	338.655	196.598	-36.162	604.796	140.300	180.261	512.673	108.092	239.190	227.519	80.562	262.911	101.666
77	0.76000	203.663	-39.866	338.656	196.641	-36.256	604.795	140.829	179.945	512.680	107.986	240.924	228.416	79.983	265.665	102.825
78	0.77000	203.663	-39.963	338.647	196.699	-36.409	604.799	141.345	179.576	512.703	107.922	242.820	229.395	79.444	268.693	104.118
79	0.78000	203.702	-40.044	338.658	196.756	-36.569	604.789	141.879	179.201	512.766	107.890	244.816	230.448	78.961	272.016	105.568
80	0.79000	203.697	-40.198	338.633	196.799	-36.727	604.800	142.444	178.828	512.852	107.951	247.029	231.651	78.559	275.684	107.182
81	0.80000	203.715	-40.317	338.631	196.829	-36.885	604.819	143.036	178.435	512.945	108.120	249.410	232.970	78.222	279.614	108.922
82	0.81000	203.732	-40.435	338.640	196.854	-37.052	604.858	143.693	178.007	513.049	108.364	251.956	234.391	77.988	283.864	110.858
83	0.82000	203.761	-40.536	338.648	196.865	-37.248	604.902	144.350	177.577	513.141	108.647	254.650	235.930	77.837	288.409	112.969
84	0.83000	203.767	-40.672	338.644	196.883	-37.415	604.953	145.090	177.123	513.279	108.960	257.487	237.590	77.708	293.253	115.258
85	0.84000	203.803	-40.782	338.648	196.916	-37.626	604.995	145.848	176.652	513.471	109.289	260.471	239.410	77.556	298.192	117.715
86	0.85000	203.845	-40.931	338.658	196.937	-37.830	605.029	146.646	176.161	513.683	109.536	263.510	241.306	77.309	303.324	120.368
87	0.86000	203.857	-41.106	338.636	196.982	-38.064	605.055	147.457	175.646	513.924	109.792	266.729	243.347	76.962	308.574	123.241
88	0.87000	203.921	-41.219	338.654	197.033	-38.310	605.072	148.295	175.127	514.201	110.005	270.024	245.539	76.607	313.957	126.328
89	0.88000	203.993	-41.342	338.683	197.086	-38.566	605.080	149.132	174.582	514.508	110.149	273.405	247.849	76.210	319.513	129.624
90	0.89000	204.027	-41.481	338.682	197.164	-38.862	605.072	149.954	174.054	514.840	110.282	276.907	250.294	75.830	325.193	133.120
91	0.90000	204.039	-41.656	338.671	197.240	-39.133	605.071	150.788	173.525	515.197	110.440	280.515	252.904	75.493	331.025	136.837
92	0.91000	204.051	-41.831	338.638	197.323	-39.417	605.064	151.554	173.009	515.537	110.601	284.195	255.627	75.186	337.007	140.730
93	0.92000	204.095	-41.951	338.643	197.386	-39.706	605.063	152.314	172.533	515.948	110.814	287.935	258.493	74.989	343.098	144.856
94	0.93000	204.110	-42.098	338.616	197.435	-39.973	605.054	153.017	172.043	516.368	110.975	291.739	261.499	74.877	349.292	149.150
95	0.94000	204.138	-42.197	338.632	197.507	-40.234	605.036	153.756	171.593	516.892	111.453	295.716	264.765	74.779	355.545	153.679
96	0.95000	204.127	-42.312	338.613	197.600	-40.485	605.017	154.483	171.087	517.429	111.795	299.639	268.120	74.688	361.795	158.418
97	0.96000	204.131	-42.381	338.614	197.672	-40.714	604.983	155.218	170.626	518.034	112.076	303.588	271.586	74.567	368.064	163.346
98	0.97000	204.124	-42.468	338.605	197.742	-40.937	604.952	155.918	170.147	518.612	112.282	307.537	275.232	74.446	374.317	168.490
99	0.98000	204.086	-42.581	338.565	197.802	-41.161	604.915	156.624	169.659	519.263	112.409	311.434	278.967	74.333	380.565	173.834
100	0.99000	204.078	-42.667	338.553	197.842	-41.359	604.888	157.305	169.148	519.922	112.600	315.321	282.846	74.299	386.799	179.377
101	1.00000	204.025	-42.759	338.535	197.881	-41.556	604.867	157.959	168.704	520.630	112.912	319.189	286.846	74.394	393.018	185.073
102	1.01000	203.993	-42.815	338.537	197.922	-41.796	604.834	158.550	168.217	521.336	113.328	323.025	290.923	74.701	399.222	190.932
103	1.02000	203.980	-42.863	338.557	197.940	-41.999	604.794	159.177	167.796	522.065	113.902	326.842	295.114	75.133	405.371	196.958
104	1.03000	203.917	-42.944	338.535	197.952	-42.212	604.763	159.794	167.313	522.818	114.528	330.570	299.388	75.681	411.436	203.177
105	1.04000	203.889	-42.972	338.547	197.929	-42.395	604.735	160.405	166.887	523.600	115.140	334.241	303.724	76.237	417.368	209.487
106	1.05000	203.803	-43.024	338.539	197.905	-42.550	604.711	161.015	166.430	524.423	115.711	337.789	308.194	76.780	423.175	215.974
107	1.06000	203.749	-43.021	338.573	197.866	-42.750	604.682	161.646	165.943	525.252	116.232	341.259	312.712	77.278	428.811	222.577
108	1.07000	203.685	-43.036	338.582	197.834	-42.923	604.660	162.320	165.430	526.084	116.712	344.601	317.286	77.795	434.308	229.286
109	1.08000	203.620	-43.050	338.603	197.807	-43.106	604.631	163.053	164.887	526.910	117.223	347.859	321.968	78.397	439.685	236.111
110	1.09000	203.531	-43.034	338.612	197.766	-43.308	604.593	163.779	164.316	527.688	117.779	351.033	326.673	79.077	444.907	243.009
111	1.10000	203.473	-42.992	338.641	197.730	-43.491	604.565	164.489	163.741	528.467	118.430	354.118	331.441	79.864	450.008	249.978
112	1.11000	203.384	-42.976	338.650	197.680	-43.681	604.528	165.155	163.190	529.266	119.125	357.114	336.228	80.734	454.951	257.021
113	1.12000	203.325	-42.934	338.665	197.612	-43.831	604.510	165.749	162.619	530.070	119.876	359.958	341.045	81.661	459.739	264.159
114	1.13000	203.277	-42.874	338.715	197.535	-43.960	604.481	166.321	162.092	530.922	120.638	362.617	345.869	82.621	464.361	271.355
115	1.14000	203.201	-42.810	338.738	197.450	-44.088	604.448	166.878	161.602	531.790	121.366	365.002	350.712	83.593	468.791	278.602
116	1.15000	203.107	-42.756	338.756	197.372	-44.227	604.408	167.427	161.075	532.640	122.130	367.713	355.623	84.615	473.074	285.929
117	1.16000	203.022	-42.712	338.775	197.298	-44.390	604.365	168.002	160.499	533.493	122.896	370.435	360.709	85.640	477.238	293.283
118	1.17000	202.905	-42.693	338.771	197.254	-44.539	604.322	168.602	159.937	534.347	123.609	372.987	365.895	86.639	481.228	300.591
119	1.18000	202.811	-42.638	338.786	197.194	-44.716	604.290	169.143	159.321	535.211	124.324	375.345	371.005	87.655	485.000	307.979
120	1.19000	202.717	-42.583	338.828	197.102	-44.874	604.252	169.661	158.733	536.079	125.073	377.567	376.085	88.768	488.675	315.406
121	1.20000	202.625	-42.500	338.879	197.007	-45.033	604.227	170.149	158.148	536.958	125.813	379.659	381.148	89.986	492.167	322.784
