NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 17:10:05.216	235166.80167330
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	225.129	-33.695	342.579	214.671	-37.460	606.163	163.429	180.521	533.735	149.154	226.027	234.548	128.598	241.415	107.610
2	0.01000	225.118	-33.931	342.494	214.923	-37.714	605.977	163.033	180.201	533.937	148.675	227.719	235.044	127.263	242.979	108.265
3	0.02000	225.134	-34.045	342.433	215.019	-37.745	605.907	162.288	180.218	534.018	147.842	229.216	235.651	125.896	244.220	108.917
4	0.03000	225.090	-34.115	342.340	214.993	-37.540	605.959	161.460	180.489	533.992	147.575	230.742	236.169	124.799	245.105	109.435
5	0.04000	225.078	-34.128	342.254	214.918	-37.203	606.035	160.622	180.724	534.022	147.889	232.147	236.420	124.276	245.750	109.778
6	0.05000	225.058	-34.136	342.193	214.885	-36.867	606.072	160.008	180.812	534.010	148.533	233.155	236.569	124.334	246.247	109.962
7	0.06000	225.063	-34.174	342.173	214.950	-36.656	606.040	159.590	180.983	533.848	149.140	233.649	236.671	124.793	246.541	109.976
8	0.07000	225.086	-34.232	342.180	215.046	-36.598	605.969	159.191	181.222	533.602	149.433	233.615	236.649	125.416	246.571	109.770
9	0.08000	225.093	-34.341	342.212	215.147	-36.615	605.927	158.776	181.471	533.358	149.433	233.313	236.450	125.864	246.409	109.419
10	0.09000	225.114	-34.401	342.210	215.245	-36.704	605.858	158.483	181.662	533.076	149.181	232.718	236.119	125.987	245.866	109.033
11	0.10000	225.097	-34.476	342.172	215.301	-36.741	605.815	158.369	181.783	532.824	148.569	231.845	235.684	125.760	245.036	108.626
12	0.11000	225.093	-34.505	342.150	215.333	-36.680	605.803	158.439	181.834	532.555	147.721	230.832	235.203	125.388	244.099	108.233
13	0.12000	225.082	-34.525	342.146	215.357	-36.538	605.802	158.646	181.867	532.204	146.874	229.829	234.728	124.984	243.154	107.850
14	0.13000	225.052	-34.551	342.128	215.358	-36.388	605.789	158.879	181.891	531.846	146.227	228.937	234.263	124.733	242.348	107.458
15	0.14000	225.052	-34.552	342.130	215.380	-36.244	605.781	159.052	181.913	531.536	145.851	228.265	233.826	124.543	241.722	107.079
16	0.15000	225.011	-34.597	342.115	215.404	-36.193	605.770	159.250	181.926	531.273	145.765	227.862	233.522	124.385	241.349	106.771
17	0.16000	224.958	-34.688	342.074	215.455	-36.222	605.751	159.526	181.873	531.022	145.805	227.693	233.302	124.244	241.159	106.532
18	0.17000	224.932	-34.781	342.053	215.527	-36.309	605.717	159.881	181.748	530.816	145.846	227.678	233.140	124.015	241.142	106.341
19	0.18000	224.944	-34.859	342.056	215.603	-36.456	605.667	160.286	181.622	530.645	145.839	227.789	233.028	123.696	241.229	106.189
20	0.19000	224.897	-34.989	342.018	215.694	-36.596	605.625	160.679	181.512	530.494	145.745	228.012	232.971	123.293	241.419	106.119
21	0.20000	224.880	-35.092	341.987	215.778	-36.738	605.576	161.031	181.387	530.324	145.563	228.323	232.992	122.752	241.727	106.168
22	0.21000	224.872	-35.176	341.961	215.866	-36.837	605.544	161.369	181.292	530.205	145.288	228.688	233.049	122.139	242.015	106.188
23	0.22000	224.808	-35.285	341.895	215.980	-36.903	605.507	161.661	181.197	530.037	144.933	229.069	233.098	121.606	242.393	106.294
24	0.23000	224.794	-35.330	341.851	216.081	-36.942	605.476	161.847	181.125	529.857	144.576	229.469	233.159	121.059	242.768	106.352
25	0.24000	224.791	-35.358	341.818	216.177	-36.968	605.445	161.946	181.062	529.643	144.286	229.916	233.225	120.669	243.216	106.426
26	0.25000	224.769	-35.393	341.759	216.283	-36.997	605.408	161.942	181.045	529.407	144.060	230.370	233.260	120.356	243.681	106.433
27	0.26000	224.768	-35.392	341.728	216.376	-37.003	605.367	161.831	181.051	529.107	143.883	230.802	233.257	120.115	244.168	106.405
28	0.27000	224.777	-35.373	341.686	216.462	-36.998	605.342	161.648	181.039	528.800	143.713	231.224	233.241	119.918	244.624	106.370
29	0.28000	224.786	-35.353	341.640	216.525	-36.947	605.341	161.352	181.059	528.437	143.548	231.614	233.191	119.740	245.066	106.307
30	0.29000	224.814	-35.325	341.614	216.560	-36.894	605.351	161.032	181.090	528.004	143.364	231.965	233.162	119.526	245.457	106.231
31	0.30000	224.825	-35.278	341.567	216.592	-36.815	605.370	160.713	181.098	527.559	143.184	232.275	233.129	119.293	245.804	106.153
32	0.31000	224.872	-35.243	341.552	216.604	-36.744	605.371	160.383	181.078	527.065	142.953	232.528	233.068	119.009	246.134	106.078
33	0.32000	224.881	-35.223	341.520	216.633	-36.624	605.371	160.136	181.073	526.610	142.672	232.756	233.026	118.678	246.441	106.009
34	0.33000	224.919	-35.177	341.515	216.653	-36.533	605.355	159.959	181.043	526.165	142.271	232.912	232.970	118.285	246.693	105.966
35	0.34000	224.930	-35.160	341.500	216.675	-36.444	605.330	159.844	180.948	525.707	141.801	233.032	232.884	117.840	246.984	105.931
36	0.35000	224.976	-35.124	341.510	216.693	-36.332	605.321	159.788	180.882	525.283	141.289	233.138	232.820	117.362	247.285	105.838
37	0.36000	225.024	-35.090	341.512	216.693	-36.268	605.318	159.759	180.778	524.789	140.719	233.204	232.719	116.853	247.611	105.729
38	0.37000	225.058	-35.102	341.498	216.685	-36.193	605.333	159.785	180.697	524.314	140.174	233.313	232.580	116.299	248.062	105.620
39	0.38000	225.101	-35.124	341.498	216.665	-36.139	605.346	159.790	180.636	523.759	139.496	233.418	232.387	115.642	248.520	105.450
40	0.39000	225.163	-35.138	341.504	216.651	-36.094	605.366	159.836	180.558	523.209	138.726	233.499	232.203	114.934	249.067	105.310
41	0.40000	225.214	-35.171	341.508	216.654	-36.065	605.389	159.896	180.490	522.617	137.838	233.587	232.014	114.123	249.703	105.197
42	0.41000	225.263	-35.232	341.501	216.640	-36.042	605.392	159.999	180.425	522.045	136.882	233.667	231.827	113.310	250.504	105.149
43	0.42000	225.304	-35.283	341.506	216.619	-36.016	605.395	160.084	180.343	521.413	135.922	233.823	231.662	112.466	251.439	105.113
44	0.43000	225.338	-35.324	341.513	216.587	-35.977	605.403	160.209	180.249	520.844	135.027	234.075	231.573	111.645	252.579	105.174
45	0.44000	225.360	-35.384	341.511	216.550	-35.940	605.416	160.324	180.174	520.299	134.242	234.523	231.554	110.838	253.906	105.331
