NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 16:46:47.796	233769.38159290
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	228.506	-26.119	337.744	217.498	-23.301	603.038	154.789	196.527	517.668	141.350	274.601	238.243	137.565	317.861	97.429
2	0.01000	228.493	-25.916	337.701	217.477	-23.048	603.011	154.768	197.136	517.552	141.173	268.904	234.892	136.462	307.761	93.012
3	0.02000	228.536	-25.689	337.687	217.429	-22.867	602.991	154.875	197.748	517.420	141.022	263.193	231.708	135.437	297.633	88.957
4	0.03000	228.616	-25.449	337.698	217.384	-22.699	602.982	155.057	198.360	517.289	140.845	257.494	228.733	134.471	287.383	85.055
5	0.04000	228.684	-25.252	337.688	217.363	-22.537	602.991	155.278	198.992	517.206	140.582	251.770	226.010	133.595	277.072	81.397
6	0.05000	228.784	-25.098	337.672	217.357	-22.358	602.991	155.538	199.548	517.149	140.165	246.083	223.573	132.766	266.837	78.088
7	0.06000	228.872	-24.989	337.663	217.390	-22.196	602.985	155.776	200.070	517.207	139.504	240.441	221.365	131.778	256.731	75.242
8	0.07000	228.928	-24.936	337.634	217.424	-22.078	602.979	156.000	200.592	517.407	138.769	234.842	220.052	130.437	249.388	73.449
9	0.08000	228.986	-24.879	337.712	217.483	-21.928	603.014	156.175	201.138	517.952	138.838	230.192	219.984	129.832	248.507	75.912
10	0.09000	229.019	-24.925	337.767	217.565	-21.934	603.043	156.718	201.409	518.530	139.570	227.678	220.645	130.264	248.284	80.159
11	0.10000	229.062	-25.077	337.865	217.685	-22.086	603.107	157.676	201.475	519.325	140.450	227.935	221.893	131.263	248.545	83.359
12	0.11000	229.021	-25.493	337.822	217.849	-22.521	603.164	158.949	201.053	520.283	141.659	230.356	222.621	133.584	250.733	83.978
13	0.12000	229.028	-25.875	337.818	218.104	-23.183	603.215	160.366	200.188	521.309	142.863	233.663	222.598	136.885	253.732	81.841
14	0.13000	229.027	-26.341	337.729	218.419	-24.028	603.174	161.603	199.212	522.159	143.889	236.833	222.984	139.739	256.211	78.745
15	0.14000	229.096	-26.708	337.699	218.776	-24.856	603.004	162.294	198.450	522.816	144.179	239.088	223.507	141.921	258.454	76.003
16	0.15000	229.167	-27.046	337.662	219.066	-25.519	602.797	162.349	198.035	523.393	143.448	240.912	224.286	143.140	259.696	77.179
17	0.16000	229.122	-27.363	337.541	219.218	-25.899	602.680	162.098	197.807	523.793	142.573	242.727	225.290	144.189	262.979	79.163
18	0.17000	229.120	-27.486	337.486	219.237	-25.956	602.689	161.727	197.708	524.038	142.315	244.502	226.202	144.739	266.714	80.899
19	0.18000	229.086	-27.539	337.416	219.196	-25.846	602.766	161.373	197.503	524.348	142.705	246.187	226.920	144.805	269.868	82.747
20	0.19000	229.045	-27.582	337.348	219.153	-25.767	602.838	161.202	197.108	524.495	143.427	247.599	227.560	144.464	272.224	84.427
21	0.20000	229.022	-27.647	337.313	219.165	-25.865	602.846	161.066	196.845	524.355	144.214	248.623	228.084	143.830	273.695	85.549
22	0.21000	229.009	-27.788	337.297	219.229	-26.157	602.799	160.767	196.535	524.034	144.922	249.349	228.510	142.997	274.196	85.862
23	0.22000	229.013	-27.978	337.281	219.315	-26.613	602.702	160.365	196.260	523.499	145.501	249.748	228.776	142.066	273.985	85.333
24	0.23000	228.974	-28.241	337.231	219.382	-27.040	602.633	159.931	196.002	522.875	145.817	249.844	228.855	141.145	273.314	84.150
25	0.24000	229.016	-28.418	337.253	219.410	-27.437	602.561	159.533	195.669	522.218	145.849	249.784	228.840	140.227	272.105	82.708
26	0.25000	229.037	-28.630	337.246	219.402	-27.681	602.553	159.288	195.281	521.540	145.666	249.610	228.771	139.332	270.506	81.766
27	0.26000	229.036	-28.877	337.228	219.366	-27.816	602.549	159.181	194.882	520.763	145.371	249.444	228.642	138.525	268.919	81.372
28	0.27000	229.014	-29.161	337.205	219.331	-27.935	602.557	159.169	194.409	519.940	145.013	249.288	228.487	137.838	268.209	80.941
29	0.28000	229.060	-29.376	337.229	219.285	-28.076	602.601	159.128	193.825	519.036	144.719	249.235	228.358	137.224	268.646	80.731
30	0.29000	229.047	-29.670	337.209	219.204	-28.344	602.650	159.129	193.294	518.221	144.509	249.301	228.210	136.711	269.599	80.995
31	0.30000	229.048	-30.012	337.171	219.118	-28.623	602.744	159.155	192.821	517.507	144.246	249.419	228.067	136.287	270.763	81.375
32	0.31000	229.065	-30.281	337.162	219.013	-28.933	602.814	159.197	192.379	516.822	143.886	249.557	227.965	135.950	271.929	81.619
33	0.32000	229.071	-30.568	337.152	218.948	-29.276	602.838	159.222	191.929	516.297	143.540	249.732	227.951	135.690	272.878	81.717
34	0.33000	229.036	-30.897	337.100	218.918	-29.575	602.834	159.222	191.479	515.903	143.205	249.985	228.042	135.523	273.505	81.828
35	0.34000	229.007	-31.171	337.076	218.914	-29.851	602.808	159.223	191.020	515.605	142.900	250.335	228.236	135.443	273.971	81.891
36	0.35000	228.995	-31.437	337.063	218.941	-30.152	602.759	159.221	190.584	515.332	142.621	250.807	228.514	135.407	274.480	81.954
37	0.36000	228.957	-31.700	337.039	218.962	-30.417	602.732	159.237	190.142	515.068	142.356	251.390	228.845	135.353	275.089	82.112
38	0.37000	228.915	-31.927	337.038	218.941	-30.662	602.741	159.229	189.760	514.833	142.072	252.078	229.261	135.256	276.072	82.544
39	0.38000	228.847	-32.122	337.033	218.899	-30.905	602.765	159.178	189.347	514.654	141.778	252.919	229.747	135.140	277.577	83.259
40	0.39000	228.808	-32.292	337.060	218.821	-31.136	602.805	159.133	188.978	514.546	141.453	253.918	230.328	134.902	279.529	84.226
41	0.40000	228.770	-32.462	337.075	218.747	-31.353	602.858	159.105	188.561	514.508	141.123	255.052	230.992	134.553	281.745	85.311
42	0.41000	228.680	-32.694	337.059	218.675	-31.608	602.904	159.116	188.181	514.476	140.829	256.325	231.738	134.134	284.134	86.393
43	0.42000	228.593	-32.897	337.042	218.593	-31.917	602.923	159.132	187.730	514.464	140.638	257.746	232.551	133.574	286.540	87.380
44	0.43000	228.544	-33.086	337.076	218.517	-32.204	602.938	159.183	187.341	514.496	140.665	259.373	233.499	132.988	289.095	88.318
45	0.44000	228.507	-33.257	337.107	218.419	-32.498	602.955	159.276	186.907	514.499	140.776	261.132	234.517	132.301	291.846	89.364
46	0.45000	228.487	-33.448	337.154	218.310	-32.781	602.984	159.387	186.521	514.556	140.900	263.014	235.602	131.562	294.869	90.641
47	0.46000	228.398	-33.680	337.156	218.158	-33.057	603.033	159.508	186.114	514.616	140.986	265.027	236.782	130.830	298.213	92.162
48	0.47000	228.366	-33.890	337.216	217.983	-33.297	603.110	159.616	185.683	514.756	141.070	267.119	238.090	130.075	301.807	93.909
49	0.48000	228.315	-34.108	337.254	217.809	-33.547	603.181	159.734	185.271	514.924	141.079	269.322	239.503	129.282	305.520	95.804
50	0.49000	228.284	-34.318	337.317	217.645	-33.806	603.241	159.863	184.847	515.105	141.093	271.609	240.978	128.513	309.340	97.837
51	0.50000	228.194	-34.580	337.328	217.506	-34.102	603.272	160.014	184.424	515.295	141.062	273.943	242.509	127.740	313.227	99.853
52	0.51000	228.115	-34.823	337.349	217.367	-34.363	603.341	160.174	184.002	515.486	141.023	276.369	244.150	126.933	317.254	101.965
53	0.52000	228.045	-35.049	337.389	217.211	-34.643	603.386	160.364	183.587	515.663	140.965	278.883	245.874	126.211	321.481	104.258
54	0.53000	227.949	-35.272	337.418	217.058	-34.895	603.422	160.550	183.146	515.829	140.966	281.545	247.722	125.511	325.951	106.685
55	0.54000	227.843	-35.514	337.428	216.916	-35.152	603.465	160.734	182.739	516.023	140.988	284.365	249.683	124.852	330.617	109.255
56	0.55000	227.710	-35.753	337.451	216.759	-35.353	603.498	160.944	182.332	516.250	141.073	287.303	251.788	124.284	335.448	112.049
