NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 16:59:51.635	234553.22086530
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	226.920	-29.993	339.868	212.360	-24.897	603.925	138.429	194.367	527.086	109.679	230.838	224.797	85.424	246.183	99.849
2	0.01000	226.876	-29.724	339.851	212.239	-24.616	604.005	137.947	194.295	527.190	109.913	231.658	225.041	85.346	246.605	100.129
3	0.02000	226.814	-29.460	339.828	212.219	-24.488	603.998	137.599	194.311	527.079	110.470	232.045	225.171	85.816	246.756	100.164
4	0.03000	226.743	-29.216	339.828	212.245	-24.540	603.888	137.233	194.450	526.802	111.112	232.064	225.163	86.613	246.518	99.907
5	0.04000	226.710	-29.054	339.844	212.265	-24.608	603.771	136.741	194.567	526.410	111.698	231.737	224.947	87.470	245.847	99.465
6	0.05000	226.681	-28.986	339.889	212.242	-24.582	603.706	136.240	194.744	526.027	112.006	230.977	224.561	88.166	244.774	98.958
7	0.06000	226.682	-28.988	339.932	212.125	-24.461	603.704	135.795	194.858	525.652	111.995	229.837	224.102	88.678	243.427	98.451
8	0.07000	226.662	-29.026	339.958	211.967	-24.248	603.746	135.594	194.930	525.277	111.878	228.513	223.643	89.092	242.032	98.039
9	0.08000	226.620	-29.075	340.023	211.810	-23.995	603.839	135.625	195.006	524.924	111.702	227.248	223.244	89.506	240.915	97.667
10	0.09000	226.588	-29.132	340.053	211.647	-23.835	603.892	135.778	195.016	524.607	111.596	226.149	222.906	89.900	239.940	97.391
