NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 18:16:13.008	239134.59363160
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	194.789	-41.197	332.082	191.046	-50.219	600.791	149.174	172.675	532.821	121.295	339.148	306.194	76.709	409.156	200.215
2	0.01000	194.801	-41.342	332.022	191.207	-50.416	600.748	149.662	172.256	533.631	121.909	343.489	311.258	76.616	416.001	207.296
3	0.02000	194.838	-41.423	331.980	191.400	-50.606	600.694	150.123	171.826	534.420	122.423	347.605	316.291	76.512	422.593	214.388
4	0.03000	194.866	-41.493	331.934	191.585	-50.788	600.661	150.572	171.373	535.195	122.954	351.549	321.329	76.518	428.953	221.479
5	0.04000	194.878	-41.542	331.889	191.758	-50.940	600.624	151.023	170.990	535.977	123.473	355.308	326.331	76.561	435.014	228.512
6	0.05000	194.940	-41.554	331.864	191.939	-51.050	600.608	151.428	170.581	536.720	123.986	358.858	331.247	76.696	440.789	235.481
7	0.06000	194.955	-41.574	331.825	192.114	-51.141	600.596	151.789	170.210	537.439	124.475	362.158	336.033	76.826	446.268	242.325
8	0.07000	195.000	-41.566	331.787	192.276	-51.219	600.570	152.121	169.874	538.163	124.906	365.256	340.730	76.074	450.871	248.956
9	0.08000	195.038	-41.544	331.799	192.414	-51.240	600.549	152.401	169.635	538.920	125.280	368.203	345.240	77.247	456.388	255.572
10	0.09000	195.088	-41.481	331.797	192.561	-51.279	600.518	152.632	169.340	539.642	125.624	370.832	349.552	77.451	460.865	261.890
11	0.10000	195.108	-41.443	331.773	192.690	-51.323	600.489	152.806	169.081	540.366	125.933	373.232	353.616	77.658	465.016	267.896
12	0.11000	195.131	-41.377	331.769	192.820	-51.368	600.438	152.932	168.841	541.083	126.219	375.381	357.424	77.910	468.828	273.532
13	0.12000	195.146	-41.300	331.766	192.924	-51.419	600.411	153.030	168.615	541.778	126.493	377.295	360.926	78.235	472.329	278.805
14	0.13000	195.183	-41.188	331.787	193.010	-51.458	600.389	153.111	168.414	542.444	126.712	378.980	364.113	78.596	475.471	283.618
15	0.14000	195.163	-41.099	331.798	193.069	-51.500	600.387	153.149	168.199	543.004	126.910	380.482	366.963	79.015	478.291	287.958
16	0.15000	195.144	-41.009	331.820	193.124	-51.513	600.389	153.170	168.031	543.544	127.065	381.754	369.447	79.438	480.817	291.856
17	0.16000	195.166	-40.876	331.866	193.151	-51.539	600.399	153.159	167.867	544.029	127.121	382.812	371.578	79.789	482.964	295.191
18	0.17000	195.189	-40.745	331.940	193.158	-51.539	600.408	153.137	167.757	544.490	127.102	383.690	373.355	80.058	484.789	298.018
19	0.18000	195.226	-40.566	332.032	193.149	-51.578	600.425	153.108	167.636	544.901	126.924	384.359	374.698	80.264	486.285	300.269
20	0.19000	195.214	-40.423	332.110	193.121	-51.658	600.422	153.110	167.547	545.298	126.672	384.818	375.600	80.382	487.418	301.867
21	0.20000	195.210	-40.288	332.196	193.096	-51.789	600.418	153.144	167.447	545.629	126.333	385.092	376.057	80.449	488.202	302.829
22	0.21000	195.195	-40.173	332.264	193.080	-51.936	600.429	153.175	167.327	545.828	125.925	385.110	376.038	80.547	488.620	303.119
23	0.22000	195.153	-40.054	332.329	193.049	-52.099	600.436	153.199	167.267	545.906	125.462	384.901	375.593	80.596	488.657	302.751
24	0.23000	195.141	-39.911	332.407	192.998	-52.228	600.469	153.160	167.258	545.851	124.949	384.413	374.748	80.577	488.246	301.751
25	0.24000	195.091	-39.782	332.461	192.959	-52.298	600.512	153.030	167.319	545.738	124.380	383.689	373.499	80.507	487.471	300.177
26	0.25000	195.018	-39.690	332.495	192.918	-52.354	600.538	152.732	167.434	545.623	123.794	382.730	371.836	80.311	486.245	297.926
27	0.26000	195.005	-39.544	332.566	192.857	-52.404	600.527	152.322	167.571	545.468	123.165	381.540	369.777	80.076	484.679	295.080
28	0.27000	195.002	-39.410	332.641	192.803	-52.455	600.488	151.792	167.807	545.312	122.516	380.082	367.252	79.819	482.694	291.591
29	0.28000	194.997	-39.275	332.700	192.733	-52.523	600.463	151.173	168.009	545.060	121.861	378.396	364.277	79.456	480.256	287.468
30	0.29000	194.993	-39.140	332.760	192.626	-52.574	600.468	150.520	168.263	544.591	121.219	376.556	361.003	79.099	477.459	282.838
31	0.30000	194.992	-38.977	332.819	192.479	-52.615	600.507	149.845	168.577	544.019	120.474	374.486	357.451	78.666	474.209	277.680
32	0.31000	194.979	-38.830	332.850	192.301	-52.590	600.564	149.083	168.977	543.385	119.721	372.233	353.617	78.126	470.543	272.046
33	0.32000	194.987	-38.647	332.908	192.087	-52.538	600.636	148.288	169.380	542.724	118.927	369.768	349.500	77.509	466.454	265.959
34	0.33000	194.996	-38.463	332.956	191.916	-52.459	600.708	147.456	169.842	542.079	118.119	367.085	345.219	76.852	461.937	259.457
35	0.34000	195.024	-38.272	333.014	191.750	-52.372	600.749	146.564	170.340	541.552	117.248	364.256	340.696	76.220	457.009	252.565
36	0.35000	195.085	-38.026	333.091	191.578	-52.304	600.784	145.606	170.853	541.001	116.341	361.044	335.833	75.592	451.622	245.319
37	0.36000	195.132	-37.827	333.145	191.376	-52.216	600.800	144.641	171.374	540.264	115.422	357.514	330.672	75.025	445.784	237.772
38	0.37000	195.189	-37.608	333.206	191.181	-52.066	600.840	143.671	171.987	539.389	114.414	353.689	325.387	74.474	439.519	230.050
39	0.38000	195.257	-37.371	333.252	190.962	-51.831	600.914	142.658	172.690	538.487	113.383	349.614	319.958	73.798	432.789	222.189
40	0.39000	195.336	-37.116	333.307	190.731	-51.473	601.022	141.583	173.433	537.602	112.248	345.260	314.457	73.014	425.623	214.241
41	0.40000	195.384	-36.887	333.354	190.528	-51.081	601.138	140.486	174.258	536.816	111.010	340.665	308.890	72.153	418.029	206.263
42	0.41000	195.455	-36.621	333.417	190.319	-50.717	601.204	139.405	175.067	536.176	109.726	335.864	303.300	71.311	410.018	198.232
43	0.42000	195.471	-36.350	333.459	190.133	-50.378	601.252	138.338	175.748	535.517	108.398	330.686	297.647	70.527	401.600	190.232
44	0.43000	195.482	-36.040	333.498	189.973	-50.044	601.248	137.386	176.411	534.651	107.064	325.257	292.076	69.894	392.824	182.341
45	0.44000	195.501	-35.741	333.529	189.815	-49.634	601.245	136.544	177.100	533.661	105.859	319.584	286.541	69.332	383.725	174.574
46	0.45000	195.509	-35.459	333.568	189.653	-49.107	601.280	135.731	177.844	532.643	104.799	313.763	281.052	68.844	374.366	167.005
47	0.46000	195.528	-35.159	333.618	189.486	-48.526	601.317	134.834	178.689	531.621	103.917	307.883	275.712	68.425	364.697	159.634
48	0.47000	195.498	-34.894	333.652	189.334	-47.926	601.338	133.956	179.619	530.712	103.019	301.806	270.442	68.056	354.835	152.495
49	0.48000	195.407	-34.679	333.630	189.194	-47.362	601.352	133.044	180.540	529.954	102.144	295.641	265.335	67.771	344.794	145.641
50	0.49000	195.356	-34.354	333.670	189.022	-46.837	601.352	132.263	181.401	529.246	101.296	289.354	260.389	67.530	334.610	139.068
51	0.50000	195.341	-34.042	333.727	188.861	-46.369	601.338	131.625	182.229	528.522	100.555	282.996	255.636	67.371	324.289	132.833
52	0.51000	195.226	-33.798	333.720	188.701	-45.850	601.325	131.083	182.956	527.614	99.840	276.615	251.127	67.218	313.965	126.958
53	0.52000	195.165	-33.491	333.754	188.525	-45.234	601.312	130.669	183.737	526.526	99.259	270.323	246.859	67.057	303.748	121.542
