NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 16:34:54.168	233055.75432120
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	210.948	-52.190	335.635	206.335	-48.224	600.861	141.912	175.314	530.573	125.659	212.425	227.600	122.201	232.486	85.395
2	0.01000	210.950	-52.098	335.772	206.186	-48.057	600.937	141.715	175.387	530.234	125.948	211.577	227.423	121.567	232.556	84.963
3	0.02000	210.934	-51.984	335.840	206.143	-48.130	600.869	141.652	175.500	529.814	125.959	210.489	227.029	120.937	232.890	84.128
4	0.03000	210.891	-51.931	335.817	206.145	-48.279	600.721	141.537	175.548	529.306	125.524	209.126	226.476	120.821	232.532	84.885
5	0.04000	210.823	-51.976	335.782	206.128	-48.375	600.540	141.446	175.529	528.790	124.835	207.775	225.938	120.751	231.601	85.404
6	0.05000	210.761	-52.088	335.809	206.053	-48.330	600.446	141.556	175.410	528.211	124.270	206.617	225.449	120.566	230.189	85.320
7	0.06000	210.697	-52.231	335.850	205.907	-48.185	600.492	141.832	175.249	527.685	124.136	205.906	225.045	120.353	228.830	84.340
8	0.07000	210.623	-52.390	335.899	205.691	-48.053	600.619	142.161	175.044	527.251	124.517	205.740	224.734	120.281	227.813	82.512
9	0.08000	210.547	-52.620	336.005	205.491	-48.019	600.794	142.376	174.800	526.957	125.392	206.055	224.534	121.060	226.667	82.223
10	0.09000	210.512	-52.840	336.082	205.337	-48.133	600.896	142.530	174.585	526.816	126.502	206.604	224.482	122.290	226.153	82.175
11	0.10000	210.425	-53.121	336.120	205.247	-48.403	600.939	142.708	174.328	526.774	127.561	207.223	224.535	124.040	226.689	82.338
12	0.11000	210.352	-53.354	336.180	205.196	-48.787	600.913	142.949	174.057	526.784	128.402	207.845	224.705	125.785	227.752	82.405
13	0.12000	210.292	-53.539	336.230	205.171	-49.154	600.900	143.298	173.734	526.823	129.014	208.356	224.873	126.985	228.557	83.103
14	0.13000	210.265	-53.638	336.282	205.133	-49.478	600.908	143.656	173.441	526.918	129.409	208.743	225.073	127.496	229.198	83.944
15	0.14000	210.212	-53.734	336.299	205.077	-49.746	600.953	144.011	173.119	526.983	129.634	208.958	225.227	127.339	229.831	84.312
16	0.15000	210.169	-53.811	336.323	205.041	-49.937	601.006	144.316	172.858	527.002	129.723	208.994	225.299	126.543	230.318	84.142
17	0.16000	210.134	-53.898	336.333	205.031	-50.099	601.033	144.553	172.637	526.928	129.707	208.838	225.291	125.393	230.525	83.741
18	0.17000	210.081	-53.993	336.334	205.036	-50.271	601.032	144.700	172.485	526.804	129.611	208.542	225.178	124.083	230.297	83.416
19	0.18000	210.025	-54.116	336.323	205.062	-50.446	601.016	144.801	172.341	526.622	129.514	208.158	225.027	122.485	229.884	82.520
20	0.19000	209.989	-54.229	336.296	205.103	-50.600	600.987	144.864	172.264	526.407	129.363	207.707	224.830	121.782	229.493	82.544
21	0.20000	209.953	-54.342	336.269	205.139	-50.753	600.942	144.912	172.208	526.191	129.237	207.277	224.635	121.631	229.363	82.605
22	0.21000	209.925	-54.467	336.257	205.198	-50.882	600.908	144.982	172.131	526.016	129.099	206.814	224.414	122.051	229.441	82.649
23	0.22000	209.867	-54.617	336.211	205.262	-51.011	600.887	145.126	172.038	525.913	129.023	206.445	224.280	122.835	229.501	82.626
24	0.23000	209.837	-54.770	336.204	205.331	-51.139	600.862	145.349	171.887	525.890	128.980	206.065	224.186	123.816	229.233	82.521
25	0.24000	209.785	-54.959	336.165	205.434	-51.296	600.846	145.622	171.695	525.918	129.009	205.740	224.154	125.093	228.558	82.869
26	0.25000	209.670	-55.231	336.089	205.538	-51.486	600.817	145.962	171.460	525.957	129.160	205.465	224.169	126.115	227.818	82.610
27	0.26000	209.584	-55.476	336.034	205.687	-51.698	600.775	146.354	171.198	525.930	129.404	205.214	224.159	126.959	226.923	82.401
28	0.27000	209.481	-55.730	335.975	205.845	-51.949	600.740	146.838	170.972	525.862	129.756	205.090	224.169	127.704	226.138	82.340
29	0.28000	209.379	-55.956	335.922	206.024	-52.199	600.699	147.327	170.668	525.744	130.154	205.029	224.154	128.187	225.710	82.293
30	0.29000	209.269	-56.171	335.851	206.225	-52.464	600.649	147.829	170.430	525.645	130.571	205.008	224.103	128.279	225.702	82.223
31	0.30000	209.166	-56.394	335.740	206.432	-52.716	600.584	148.356	170.171	525.447	130.987	205.048	224.009	128.064	226.048	82.201
32	0.31000	209.084	-56.581	335.647	206.647	-52.960	600.498	148.877	169.951	525.232	131.418	205.106	223.940	127.712	226.621	82.177
33	0.32000	209.010	-56.777	335.539	206.863	-53.181	600.413	149.423	169.708	524.979	131.822	205.233	223.895	127.346	227.308	82.243
34	0.33000	208.955	-56.965	335.427	207.043	-53.387	600.328	149.969	169.456	524.618	132.210	205.406	223.800	127.060	227.919	82.320
35	0.34000	208.912	-57.134	335.328	207.229	-53.605	600.261	150.552	169.197	524.183	132.559	205.639	223.721	126.873	228.455	82.333
36	0.35000	208.886	-57.295	335.234	207.387	-53.825	600.187	151.118	168.976	523.765	132.864	205.974	223.630	126.836	228.934	82.241
37	0.36000	208.863	-57.426	335.123	207.520	-54.040	600.109	151.610	168.814	523.389	133.146	206.322	223.511	126.958	229.304	82.034
