NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 18:28:15.510	239857.09619880
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	195.936	-28.073	338.417	185.999	-19.634	601.385	106.494	197.966	521.792	90.375	240.683	225.362	65.268	251.271	94.936
2	0.01000	195.894	-28.147	338.423	185.923	-19.740	601.404	106.299	197.793	521.408	89.752	241.095	225.348	64.315	251.677	94.924
3	0.02000	195.887	-28.236	338.456	185.858	-19.874	601.431	106.134	197.572	520.987	89.090	241.613	225.385	63.296	252.147	94.947
4	0.03000	195.869	-28.341	338.474	185.816	-19.994	601.451	105.988	197.336	520.547	88.384	242.148	225.455	62.158	252.631	94.988
5	0.04000	195.870	-28.438	338.479	185.789	-20.117	601.458	105.874	197.125	520.138	87.607	242.727	225.510	60.318	253.679	95.121
6	0.05000	195.873	-28.507	338.481	185.784	-20.219	601.480	105.759	196.932	519.789	86.759	243.359	225.597	0.000	0.000	0.000
7	0.06000	195.866	-28.594	338.495	185.781	-20.326	601.509	105.654	196.717	519.513	85.849	244.016	225.761	0.000	0.000	0.000
8	0.07000	195.907	-28.646	338.525	185.795	-20.421	601.538	105.558	196.497	519.270	84.798	244.705	225.953	0.000	0.000	0.000
9	0.08000	195.948	-28.698	338.542	185.820	-20.535	601.576	105.485	196.284	519.096	83.648	245.431	226.172	0.000	0.000	0.000
10	0.09000	195.975	-28.776	338.475	186.071	-20.580	601.517	105.643	196.176	518.821	82.671	246.298	226.357	0.000	0.000	0.000
11	0.10000	195.954	-28.928	338.540	185.956	-20.713	601.630	105.484	195.979	518.887	81.155	247.208	226.814	0.000	0.000	0.000
12	0.11000	195.928	-29.091	338.493	186.056	-20.900	601.615	105.553	195.753	518.859	79.758	248.121	227.224	0.000	0.000	0.000
13	0.12000	195.940	-29.238	338.465	186.201	-21.085	601.606	105.698	195.545	518.886	78.238	249.119	227.715	0.000	0.000	0.000
14	0.13000	196.000	-29.351	338.453	186.369	-21.328	601.551	105.923	195.351	518.955	76.612	250.166	228.256	0.000	0.000	0.000
15	0.14000	196.072	-29.446	338.461	186.533	-21.583	601.506	106.202	195.122	519.055	74.910	251.232	228.854	0.000	0.000	0.000
16	0.15000	196.125	-29.550	338.428	186.727	-21.855	601.448	106.517	194.894	519.187	73.013	252.315	229.504	0.000	0.000	0.000
17	0.16000	196.185	-29.663	338.391	186.930	-22.097	601.404	106.854	194.682	519.352	70.966	253.393	230.223	0.000	0.000	0.000
18	0.17000	196.291	-29.770	338.348	187.118	-22.358	601.355	107.232	194.417	519.513	68.763	254.495	230.986	25.140	257.300	102.994
19	0.18000	196.363	-29.930	338.281	187.353	-22.623	601.314	107.643	194.195	519.723	66.414	255.630	231.831	20.853	257.988	104.485
20	0.19000	196.476	-30.045	338.220	187.617	-22.852	601.278	108.040	193.936	519.913	63.920	256.770	232.730	16.374	258.749	106.078
21	0.20000	196.620	-30.137	338.173	187.884	-23.156	601.224	108.413	193.662	520.069	61.245	257.938	233.693	11.703	259.552	107.768
22	0.21000	196.750	-30.272	338.122	188.182	-23.411	601.195	108.825	193.456	520.244	58.435	259.133	234.696	6.842	260.391	109.564
23	0.22000	196.955	-30.376	338.086	188.467	-23.698	601.156	109.202	193.193	520.389	55.543	260.421	235.759	1.790	261.258	111.480
24	0.23000	197.116	-30.553	338.024	188.768	-23.943	601.126	109.545	192.971	520.524	52.560	261.708	236.913	-3.452	262.149	113.525
25	0.24000	197.365	-30.682	337.980	189.059	-24.201	601.096	109.871	192.710	520.653	49.367	262.927	238.090	-8.883	263.055	115.711
