NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 17:15:32.417	235494.00325840
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	212.521	-36.000	341.055	201.281	-29.666	605.367	141.837	191.075	520.498	122.596	230.096	220.868	99.584	244.626	94.754
2	0.01000	212.485	-35.861	341.004	201.231	-29.290	605.434	141.454	191.166	520.546	123.109	230.371	220.952	100.010	244.594	94.788
3	0.02000	212.442	-35.713	340.982	201.215	-29.086	605.445	141.232	191.355	520.355	123.642	230.247	220.893	100.665	244.208	94.600
4	0.03000	212.422	-35.624	340.976	201.243	-28.996	605.375	140.982	191.557	520.005	124.045	229.774	220.685	101.296	243.498	94.247
5	0.04000	212.424	-35.596	340.973	201.277	-28.957	605.284	140.666	191.781	519.615	124.207	228.951	220.254	101.845	242.554	93.789
6	0.05000	212.451	-35.596	340.977	201.279	-28.909	605.184	140.358	192.009	519.123	124.086	227.867	219.730	102.242	241.494	93.342
7	0.06000	212.476	-35.626	340.966	201.239	-28.793	605.124	140.253	192.160	518.663	123.813	226.729	219.204	102.522	240.384	92.864
8	0.07000	212.489	-35.678	340.970	201.155	-28.598	605.139	140.361	192.258	518.190	123.489	225.670	218.713	102.767	239.460	92.424
9	0.08000	212.508	-35.742	341.030	201.027	-28.367	605.218	140.616	192.343	517.781	123.252	224.902	218.283	103.018	238.944	92.049
10	0.09000	212.517	-35.851	341.054	200.909	-28.225	605.280	140.901	192.288	517.427	123.171	224.395	217.953	103.253	238.617	91.727
11	0.10000	212.556	-35.935	341.111	200.815	-28.183	605.322	141.233	192.159	517.138	123.260	224.196	217.720	103.435	238.615	91.462
