NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 17:24:54.751	236056.33621720
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	195.049	-35.262	336.541	199.671	-26.642	600.992	151.427	192.199	524.783	129.980	232.324	226.881	104.643	245.633	99.527
2	0.01000	195.097	-35.490	336.431	200.009	-27.067	600.836	151.694	191.468	525.228	130.488	235.216	227.391	103.591	248.410	100.399
3	0.02000	195.119	-35.711	336.338	200.263	-27.257	600.682	151.033	191.291	525.507	129.954	237.754	228.132	102.095	250.794	101.392
4	0.03000	195.134	-35.800	336.234	200.402	-27.111	600.603	150.038	191.592	525.601	129.396	240.163	229.106	100.439	252.715	102.435
5	0.04000	195.160	-35.769	336.112	200.425	-26.700	600.608	148.973	192.084	525.609	129.379	242.533	229.912	99.122	254.243	103.358
6	0.05000	195.122	-35.717	335.927	200.404	-26.156	600.657	147.854	192.462	525.793	129.789	244.687	230.513	98.446	255.528	104.074
7	0.06000	195.159	-35.566	335.808	200.406	-25.647	600.660	147.014	192.527	525.988	130.292	246.397	230.937	98.528	256.695	104.596
8	0.07000	195.177	-35.429	335.739	200.500	-25.280	600.589	146.368	192.706	526.034	130.730	247.575	231.322	99.039	257.670	104.844
9	0.08000	195.232	-35.378	335.761	200.611	-25.122	600.492	145.664	193.027	526.012	130.935	248.366	231.609	99.728	258.555	104.900
10	0.09000	195.334	-35.350	335.800	200.716	-25.169	600.380	144.889	193.304	525.878	131.007	248.721	231.746	100.228	258.881	104.806
11	0.10000	195.429	-35.410	335.844	200.763	-25.238	600.321	144.224	193.603	525.739	130.735	248.687	231.681	100.333	258.810	104.650
12	0.11000	195.540	-35.490	335.877	200.759	-25.300	600.338	143.668	193.750	525.666	130.038	248.291	231.508	100.014	258.350	104.496
13	0.12000	195.612	-35.584	335.885	200.706	-25.249	600.403	143.398	193.840	525.558	128.968	247.616	231.240	99.414	257.637	104.322
14	0.13000	195.718	-35.625	335.924	200.634	-25.129	600.470	143.336	193.855	525.334	127.788	246.797	230.926	98.697	256.724	104.077
15	0.14000	195.837	-35.617	335.965	200.563	-24.979	600.523	143.395	193.860	525.073	126.726	245.984	230.582	97.949	255.783	103.810
16	0.15000	195.910	-35.616	335.991	200.516	-24.906	600.542	143.453	193.836	524.796	125.874	245.260	230.261	97.225	254.843	103.541
17	0.16000	195.983	-35.614	335.997	200.486	-24.906	600.528	143.494	193.795	524.531	125.224	244.634	229.971	96.519	253.992	103.251
18	0.17000	196.055	-35.611	336.014	200.483	-25.000	600.504	143.592	193.714	524.243	124.707	244.129	229.732	95.788	253.270	103.012
19	0.18000	196.125	-35.638	336.017	200.508	-25.192	600.472	143.750	193.578	523.999	124.282	243.697	229.529	94.996	252.686	102.839
20	0.19000	196.174	-35.700	336.021	200.517	-25.421	600.451	143.982	193.384	523.800	123.773	243.352	229.391	94.135	252.317	102.763
21	0.20000	196.209	-35.811	336.012	200.538	-25.656	600.456	144.290	193.097	523.622	123.233	243.158	229.362	93.185	252.079	102.758
22	0.21000	196.255	-35.905	336.017	200.573	-25.909	600.453	144.591	192.801	523.478	122.591	243.053	229.347	92.195	252.033	102.797
23	0.22000	196.238	-36.077	335.967	200.617	-26.191	600.464	144.887	192.466	523.347	121.953	243.138	229.416	91.179	252.191	102.899
24	0.23000	196.271	-36.217	335.976	200.652	-26.465	600.462	145.124	192.151	523.208	121.234	243.340	229.471	89.689	252.768	102.902
25	0.24000	196.312	-36.367	335.973	200.713	-26.752	600.476	145.273	191.817	522.996	120.521	243.688	229.556	88.656	253.237	103.025
26	0.25000	196.364	-36.500	335.985	200.776	-27.049	600.486	145.348	191.547	522.724	119.811	244.192	229.679	87.568	253.838	103.157
27	0.26000	196.424	-36.642	336.003	200.827	-27.336	600.509	145.333	191.263	522.383	119.097	244.781	229.762	86.538	254.563	103.252
28	0.27000	196.482	-36.812	336.000	200.872	-27.631	600.540	145.228	190.970	521.987	118.330	245.510	229.816	85.438	255.383	103.360
