NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 18:12:20.975	238902.56090080
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	0.000	0.000	0.000	204.989	-28.038	598.829	154.000	196.056	532.716	123.277	371.929	313.716	0.000	0.000	0.000
2	0.01000	0.000	0.000	0.000	204.997	-28.005	598.832	153.893	196.159	532.679	123.117	371.733	313.377	0.000	0.000	0.000
3	0.02000	0.000	0.000	0.000	205.030	-27.942	598.851	153.751	196.260	532.589	122.974	371.258	312.726	0.000	0.000	0.000
4	0.03000	0.000	0.000	0.000	205.045	-27.880	598.858	153.583	196.407	532.446	122.844	370.531	311.766	0.000	0.000	0.000
5	0.04000	0.000	0.000	0.000	205.069	-27.801	598.877	153.358	196.607	532.256	122.711	369.543	310.499	0.000	0.000	0.000
6	0.05000	0.000	0.000	0.000	205.102	-27.692	598.897	153.118	196.834	532.062	122.580	368.305	308.967	0.000	0.000	0.000
7	0.06000	0.000	0.000	0.000	205.132	-27.582	598.907	152.866	197.089	531.800	122.385	366.790	307.122	0.000	0.000	0.000
8	0.07000	0.000	0.000	0.000	205.152	-27.481	598.911	152.622	197.359	531.503	122.139	365.050	305.065	0.000	0.000	0.000
9	0.08000	0.000	0.000	0.000	205.163	-27.309	598.958	152.342	197.690	531.174	121.835	363.178	302.771	0.000	0.000	0.000
10	0.09000	0.000	0.000	0.000	205.182	-27.145	598.996	152.026	197.985	530.731	121.557	360.965	300.285	0.000	0.000	0.000
11	0.10000	0.000	0.000	0.000	205.184	-26.957	599.017	151.616	198.387	530.269	121.242	358.549	297.606	0.000	0.000	0.000
12	0.11000	0.000	0.000	0.000	205.188	-26.738	599.036	151.157	198.806	529.782	120.925	355.902	294.760	0.000	0.000	0.000
13	0.12000	0.000	0.000	0.000	205.191	-26.487	599.034	150.618	199.233	529.291	120.581	353.041	291.769	0.000	0.000	0.000
14	0.13000	0.000	0.000	0.000	205.218	-26.218	599.036	150.028	199.678	528.860	120.265	349.955	288.649	0.000	0.000	0.000
15	0.14000	0.000	0.000	0.000	205.241	-25.968	599.022	149.427	200.209	528.530	119.943	346.601	285.441	0.000	0.000	0.000
16	0.15000	0.000	0.000	0.000	205.267	-25.706	599.010	148.725	200.741	528.256	119.687	343.032	282.159	0.000	0.000	0.000
17	0.16000	0.000	0.000	0.000	205.328	-25.381	598.992	148.003	201.222	527.985	119.543	339.222	278.842	0.000	0.000	0.000
18	0.17000	0.000	0.000	0.000	205.375	-25.065	598.952	147.255	201.677	527.656	119.378	335.173	275.444	0.000	0.000	0.000
19	0.18000	0.000	0.000	0.000	205.414	-24.686	598.923	146.614	202.159	527.180	119.195	330.950	271.968	0.000	0.000	0.000
20	0.19000	0.000	0.000	0.000	205.429	-24.244	598.923	145.961	202.641	526.590	118.994	326.584	268.425	0.000	0.000	0.000
21	0.20000	0.000	0.000	0.000	205.408	-23.742	598.931	145.269	203.227	525.909	118.824	322.151	264.779	0.000	0.000	0.000
22	0.21000	0.000	0.000	0.000	205.321	-23.208	598.954	144.544	203.927	525.225	118.635	317.597	261.064	0.000	0.000	0.000
23	0.22000	0.000	0.000	0.000	205.226	-22.602	598.972	143.802	204.683	524.589	118.398	312.897	257.349	0.000	0.000	0.000
24	0.23000	0.000	0.000	0.000	205.094	-22.024	598.955	143.190	205.463	524.064	118.169	308.066	253.638	0.000	0.000	0.000
25	0.24000	0.000	0.000	0.000	204.964	-21.466	598.945	142.701	206.239	523.717	118.078	303.052	249.956	0.000	0.000	0.000
26	0.25000	0.000	0.000	0.000	204.837	-20.933	598.929	142.366	207.090	523.510	118.231	297.949	246.366	0.000	0.000	0.000
27	0.26000	0.000	0.000	0.000	204.759	-20.391	598.911	142.119	207.919	523.384	118.552	292.720	242.893	0.000	0.000	0.000
28	0.27000	0.000	0.000	0.000	204.667	-19.831	598.885	141.965	208.779	523.272	118.923	287.418	239.542	0.000	0.000	0.000
29	0.28000	0.000	0.000	0.000	204.618	-19.312	598.871	141.861	209.678	523.164	119.275	282.025	236.395	0.000	0.000	0.000
30	0.29000	0.000	0.000	0.000	204.542	-18.751	598.884	141.783	210.589	522.976	119.447	276.616	233.425	0.000	0.000	0.000
31	0.30000	0.000	0.000	0.000	204.501	-18.166	598.926	141.779	211.494	522.808	119.513	271.273	230.657	0.000	0.000	0.000
32	0.31000	0.000	0.000	0.000	204.442	-17.621	598.958	141.771	212.373	522.584	119.417	265.944	228.077	0.000	0.000	0.000
33	0.32000	0.000	0.000	0.000	204.378	-17.052	599.008	141.715	213.210	522.383	119.133	260.706	225.704	0.000	0.000	0.000
34	0.33000	0.000	0.000	0.000	204.310	-16.514	599.061	141.567	214.034	522.243	118.683	255.579	223.890	0.000	0.000	0.000
35	0.34000	0.000	0.000	0.000	204.250	-16.041	599.121	141.407	214.757	522.261	118.588	250.781	223.189	0.000	0.000	0.000
36	0.35000	0.000	0.000	0.000	204.198	-15.625	599.195	141.461	215.379	522.360	119.382	247.337	223.017	0.000	0.000	0.000
37	0.36000	0.000	0.000	0.000	204.142	-15.438	599.269	141.957	215.691	522.476	121.034	246.358	223.428	0.000	0.000	0.000
38	0.37000	0.000	0.000	0.000	204.113	-15.445	599.359	142.907	215.644	522.671	122.983	247.678	223.725	0.000	0.000	0.000
39	0.38000	0.000	0.000	0.000	204.127	-15.706	599.449	144.135	215.193	522.960	124.860	250.332	223.502	0.000	0.000	0.000
40	0.39000	0.000	0.000	0.000	204.181	-16.152	599.529	145.271	214.553	523.304	126.704	253.371	223.349	0.000	0.000	0.000
41	0.40000	0.000	0.000	0.000	204.268	-16.568	599.542	145.894	213.926	523.650	128.177	255.908	223.683	0.000	0.000	0.000
42	0.41000	0.000	0.000	0.000	204.330	-16.864	599.498	146.019	213.534	523.932	128.377	257.648	224.165	0.000	0.000	0.000
43	0.42000	0.000	0.000	0.000	204.330	-16.862	599.481	145.769	213.439	524.093	127.072	258.988	224.763	0.000	0.000	0.000
44	0.43000	0.000	0.000	0.000	204.286	-16.600	599.508	145.270	213.597	524.177	125.550	259.934	225.388	0.000	0.000	0.000
45	0.44000	0.000	0.000	0.000	204.215	-16.243	599.558	144.719	213.806	524.256	125.137	260.543	225.650	0.000	0.000	0.000
46	0.45000	0.000	0.000	0.000	204.177	-15.964	599.626	144.270	214.000	524.272	125.832	260.771	225.521	0.000	0.000	0.000
47	0.46000	0.000	0.000	0.000	204.151	-15.888	599.683	143.911	214.217	524.155	126.650	260.488	225.372	0.000	0.000	0.000
48	0.47000	0.000	0.000	0.000	204.133	-16.023	599.693	143.509	214.455	523.989	126.737	259.712	225.195	0.000	0.000	0.000
49	0.48000	0.000	0.000	0.000	204.125	-16.209	599.694	143.128	214.693	523.868	126.095	258.584	224.958	0.000	0.000	0.000
50	0.49000	0.000	0.000	0.000	204.109	-16.321	599.679	142.755	214.843	523.772	125.293	257.372	224.743	0.000	0.000	0.000
51	0.50000	0.000	0.000	0.000	204.075	-16.335	599.686	142.519	214.920	523.733	124.689	256.231	224.546	0.000	0.000	0.000
52	0.51000	0.000	0.000	0.000	204.031	-16.264	599.712	142.452	214.916	523.722	124.322	255.372	224.438	0.000	0.000	0.000
53	0.52000	0.000	0.000	0.000	203.977	-16.201	599.767	142.469	214.838	523.749	124.302	254.961	224.403	0.000	0.000	0.000
54	0.53000	0.000	0.000	0.000	203.942	-16.219	599.828	142.543	214.692	523.840	124.659	254.961	224.454	0.000	0.000	0.000
55	0.54000	0.000	0.000	0.000	203.926	-16.357	599.868	142.715	214.499	524.003	125.292	255.310	224.611	0.000	0.000	0.000
56	0.55000	0.000	0.000	0.000	203.944	-16.599	599.867	142.959	214.255	524.220	125.912	255.834	224.846	0.000	0.000	0.000
57	0.56000	0.000	0.000	0.000	204.017	-16.929	599.842	143.265	213.990	524.488	126.135	256.447	225.187	0.000	0.000	0.000
58	0.57000	0.000	0.000	0.000	204.129	-17.204	599.820	143.585	213.714	524.761	125.975	257.089	225.604	0.000	0.000	0.000
59	0.58000	0.000	0.000	0.000	204.270	-17.467	599.792	143.874	213.423	525.003	125.617	257.735	226.063	0.000	0.000	0.000
60	0.59000	0.000	0.000	0.000	204.426	-17.710	599.755	144.084	213.174	525.222	125.275	258.322	226.517	0.000	0.000	0.000
61	0.60000	0.000	0.000	0.000	204.590	-17.870	599.738	144.203	212.969	525.401	125.065	258.828	226.918	0.000	0.000	0.000
62	0.61000	0.000	0.000	0.000	204.742	-18.040	599.717	144.218	212.806	525.542	124.956	259.315	227.276	0.000	0.000	0.000
63	0.62000	0.000	0.000	0.000	204.869	-18.224	599.696	144.154	212.690	525.646	124.882	259.673	227.565	0.000	0.000	0.000
64	0.63000	0.000	0.000	0.000	205.009	-18.379	599.691	144.044	212.611	525.735	124.762	259.952	227.817	0.000	0.000	0.000
65	0.64000	0.000	0.000	0.000	205.136	-18.533	599.682	143.910	212.542	525.825	124.607	260.118	228.046	0.000	0.000	0.000
66	0.65000	0.000	0.000	0.000	205.243	-18.672	599.676	143.784	212.460	525.915	124.412	260.194	228.221	0.000	0.000	0.000
67	0.66000	0.000	0.000	0.000	205.347	-18.799	599.678	143.667	212.321	525.929	124.156	260.242	228.406	0.000	0.000	0.000
68	0.67000	0.000	0.000	0.000	205.447	-18.925	599.665	143.588	212.207	525.887	123.879	260.238	228.557	0.000	0.000	0.000
69	0.68000	0.000	0.000	0.000	205.559	-19.012	599.656	143.521	212.067	525.815	123.690	260.263	228.670	0.000	0.000	0.000
70	0.69000	0.000	0.000	0.000	205.641	-19.094	599.644	143.471	211.864	525.668	123.592	260.365	228.786	0.000	0.000	0.000
71	0.70000	0.000	0.000	0.000	205.710	-19.172	599.639	143.478	211.697	525.542	123.516	260.460	228.870	0.000	0.000	0.000
72	0.71000	0.000	0.000	0.000	205.791	-19.264	599.632	143.497	211.549	525.434	123.383	260.586	228.961	0.000	0.000	0.000
73	0.72000	0.000	0.000	0.000	205.891	-19.340	599.619	143.567	211.400	525.350	123.159	260.747	229.116	0.000	0.000	0.000
