NO_OF_FRAMES	2000
NO_OF_CAMERAS	3
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-06-25, 18:26:11.958	239733.54434620
DATA_INCLUDED	3D
MARKER_NAMES	T8	C7	ACR	LEL	MUA
Frame	Time	T8 X	T8 Y	T8 Z	C7 X	C7 Y	C7 Z	ACR X	ACR Y	ACR Z	LEL X	LEL Y	LEL Z	MUA X	MUA Y	MUA Z	
1	0.00000	197.425	-7.697	336.622	194.741	2.770	598.565	123.524	220.543	519.601	107.760	260.815	222.106	83.436	273.458	92.135
2	0.01000	197.464	-7.653	336.610	194.866	2.670	598.543	123.557	220.494	519.760	107.629	260.729	222.223	83.239	273.417	92.260
3	0.02000	197.482	-7.642	336.572	194.998	2.566	598.510	123.594	220.395	519.897	107.491	260.678	222.347	83.082	273.413	92.380
4	0.03000	197.521	-7.597	336.546	195.138	2.446	598.482	123.679	220.298	520.040	107.376	260.658	222.480	82.942	273.427	92.525
5	0.04000	197.512	-7.582	336.508	195.273	2.314	598.451	123.759	220.161	520.169	107.291	260.665	222.630	82.810	273.493	92.660
6	0.05000	197.513	-7.553	336.463	195.411	2.130	598.412	123.828	220.037	520.290	107.209	260.703	222.786	82.702	273.596	92.824
7	0.06000	197.507	-7.510	336.421	195.557	1.999	598.377	123.899	219.906	520.405	107.153	260.793	222.942	82.636	273.710	92.983
8	0.07000	197.520	-7.458	336.385	195.689	1.876	598.327	123.951	219.755	520.503	107.146	260.874	223.090	82.593	273.834	93.122
9	0.08000	197.488	-7.432	336.339	195.822	1.799	598.295	123.978	219.675	520.576	107.193	261.038	223.221	82.643	274.129	93.242
10	0.09000	197.499	-7.384	336.301	195.946	1.690	598.254	123.982	219.573	520.611	107.239	261.146	223.339	82.676	274.260	93.338
11	0.10000	197.527	-7.357	336.266	196.048	1.556	598.225	123.977	219.439	520.586	107.286	261.251	223.437	82.690	274.409	93.421
12	0.11000	197.565	-7.314	336.246	196.135	1.444	598.200	123.976	219.328	520.535	107.333	261.357	223.534	82.704	274.575	93.503
13	0.12000	197.571	-7.322	336.200	196.217	1.325	598.190	123.981	219.224	520.484	107.389	261.469	223.603	82.666	274.732	93.561
14	0.13000	197.629	-7.273	336.193	196.299	1.237	598.174	123.995	219.144	520.435	107.407	261.566	223.667	82.584	274.869	93.643
15	0.14000	197.665	-7.256	336.171	196.374	1.159	598.161	124.014	219.061	520.400	107.356	261.659	223.751	82.470	274.977	93.724
16	0.15000	197.720	-7.233	336.159	196.457	1.079	598.127	124.020	218.956	520.380	107.278	261.728	223.849	82.300	275.046	93.812
17	0.16000	197.775	-7.209	336.137	196.558	1.005	598.086	124.030	218.883	520.364	107.171	261.787	223.962	82.107	275.128	93.900
18	0.17000	197.838	-7.196	336.124	196.650	0.954	598.067	124.019	218.806	520.388	107.073	261.882	224.089	81.899	275.191	94.013
19	0.18000	197.922	-7.146	336.118	196.720	0.909	598.052	123.971	218.752	520.411	106.942	261.981	224.204	81.650	275.270	94.137
20	0.19000	197.996	-7.115	336.105	196.802	0.870	598.040	123.888	218.715	520.418	106.778	262.121	224.359	81.376	275.389	94.289
21	0.20000	198.091	-7.048	336.095	196.880	0.854	598.025	123.788	218.701	520.452	106.574	262.256	224.519	81.064	275.505	94.416
22	0.21000	198.149	-6.994	336.075	196.966	0.864	598.015	123.652	218.688	520.509	106.333	262.413	224.688	80.711	275.647	94.568
23	0.22000	198.179	-6.936	336.051	197.072	0.884	598.002	123.491	218.675	520.575	106.050	262.572	224.830	80.363	275.838	94.737
24	0.23000	198.221	-6.861	336.017	197.168	0.894	597.968	123.326	218.657	520.628	105.740	262.770	224.978	79.977	276.030	94.855
25	0.24000	198.295	-6.733	336.034	197.273	0.923	597.937	123.165	218.635	520.676	105.399	262.931	225.108	79.592	276.256	94.965
26	0.25000	198.313	-6.627	336.012	197.382	0.953	597.898	123.003	218.613	520.694	104.958	263.087	225.207	79.197	276.485	95.075
27	0.26000	198.380	-6.490	336.009	197.476	0.985	597.867	122.882	218.618	520.718	104.543	263.291	225.288	78.250	277.048	95.030
28	0.27000	198.438	-6.341	336.003	197.564	1.009	597.832	122.757	218.609	520.717	104.105	263.486	225.371	78.210	276.976	95.239
29	0.28000	198.464	-6.245	335.965	197.654	1.054	597.801	122.607	218.598	520.698	103.591	263.693	225.434	77.126	277.538	95.169
30	0.29000	198.537	-6.116	335.944	197.747	1.120	597.780	122.412	218.566	520.630	103.047	263.973	225.519	76.403	277.781	95.222
31	0.30000	198.600	-6.005	335.926	197.815	1.160	597.759	122.195	218.542	520.502	102.392	264.166	225.521	75.618	278.097	95.256
32	0.31000	198.682	-5.886	335.918	197.897	1.247	597.751	121.966	218.501	520.306	101.672	264.439	225.558	74.748	278.411	95.291
